component_type,component_name,component_link,Capacity,Form_Factor,Inferred_Tested_and_run_inhouse_at_PCP,Interface,Manufacturer,NVME,Part_#_#,Price_GB,Type
,Western Digital Blue SN580 250 GB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/xx26Mp/western-digital-blue-sn580-250-gb-m2-2280-pcie-40-x4-nvme-solid-state-drive-wds250g3b0e,250 GB,M.2-2280,,M.2 PCIe 4.0 X4,Western Digital,Yes,WDS250G3B0E,$0.13 ,SSD
,Crucial T705 1 TB M.2-2280 PCIe 5.0 X4 NVME SSD,https://pcpartpicker.com/product/bF9wrH/crucial-t705-1-tb-m2-2280-pcie-50-x4-nvme-solid-state-drive-ct1000t705ssd3,1 TB,M.2-2280,,M.2 PCIe 5.0 X4,Crucial,Yes,CT1000T705SSD3,$0.14 ,SSD
,Western Digital Blue SN580 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/rqhv6h/western-digital-blue-sn580-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-wds100t3b0e,1 TB,M.2-2280,,M.2 PCIe 4.0 X4,Western Digital,Yes,WDS100T3B0E; WDS100T3B0E-00CHF0,$0.06 ,SSD
,MSI SPATIUM M450 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/XzgFf7/msi-spatium-m450-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-sm450n1tb,1 TB,M.2-2280,,M.2 PCIe 4.0 X4,MSI,Yes,SM450N1TB,,SSD
,Western Digital Blue SN570 1 TB M.2-2280 PCIe 3.0 X4 NVME SSD,https://pcpartpicker.com/product/3dvdnQ/western-digital-blue-sn570-1-tb-m2-2280-nvme-solid-state-drive-wds100t3b0c,1 TB,M.2-2280,,M.2 PCIe 3.0 X4,Western Digital,Yes,WDS100T3B0C,$0.14 ,SSD
,MSI SPATIUM M482 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/T6bRsY/msi-spatium-m482-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-spatium-m482-pcie-40-nvme-m2-2tb,2 TB,M.2-2280,,M.2 PCIe 4.0 X4,MSI,Yes,SPATIUM-M482-PCIe-4.0-NVMe-M.2-2TB; SM482N2TB; S78-440Q730-P83,$0.07 ,SSD
,Kingston NV2 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/3QXJ7P/kingston-nv2-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-snv2s2000g,2 TB,M.2-2280,,M.2 PCIe 4.0 X4,Kingston,Yes,SNV2S/2000G,$0.06 ,SSD
,Netac NV7000-t 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/mL7scf/netac-nv7000-t-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-nt01nv7000t-2t0-e4x,2 TB,M.2-2280,,M.2 PCIe 4.0 X4,Netac,Yes,NT01NV7000t-2T0-E4X,$0.08 ,SSD
,Inland Performance Plus 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/cqZ9TW/inland-performance-plus-2-tb-m2-2280-nvme-solid-state-drive-329466,2 TB,M.2-2280,,M.2 PCIe 4.0 X4,Inland,Yes,329466,$0.07 ,SSD
,Patriot P300 512 GB M.2-2280 PCIe 3.0 X4 NVME SSD,https://pcpartpicker.com/product/2T848d/patriot-p300-512-gb-m2-2280-nvme-solid-state-drive-p300p512gm28,512 GB,M.2-2280,,M.2 PCIe 3.0 X4,Patriot,Yes,P300P512GM28,$0.07 ,SSD
,"Samsung 850 Evo 250 GB 2.5"" SSD",https://pcpartpicker.com/product/3kL7YJ/samsung-internal-hard-drive-mz75e250bam,250 GB,"2.5""",,SATA 6.0 Gb/s,Samsung,No,MZ-75E250B/AM; MZ-75E250B/EU; MZ-75E250BW/EU; MZ-75E250BW,,SSD
,"Crucial MX300 275 GB 2.5"" SSD",https://pcpartpicker.com/product/rrvZxr/crucial-mx300-275gb-25-solid-state-drive-ct275mx300ssd1,275 GB,"2.5""",,SATA 6.0 Gb/s,Crucial,No,CT275MX300SSD1,$0.58 ,SSD
,Intel 660p 2.048 TB M.2-2280 PCIe 3.0 X4 NVME SSD,https://pcpartpicker.com/product/7MQG3C/intel-660p-series-2tb-m2-2280-solid-state-drive-ssdpeknw020t8x1,2.048 TB,M.2-2280,,M.2 PCIe 3.0 X4,Intel,Yes,SSDPEKNW020T8X1,$0.10 ,SSD
,Lexar NQ790 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/4wHqqs/lexar-nq790-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-lnq790x002t-rnnnu,2 TB,M.2-2280,,M.2 PCIe 4.0 X4,Lexar,Yes,LNQ790X002T-RNNNU; LNQ790X002T-RNNNG,$0.08 ,SSD
,"Crucial MX300 525 GB 2.5"" SSD",https://pcpartpicker.com/product/2VWrxr/crucial-mx300-525gb-25-solid-state-drive-ct525mx300ssd1,525 GB,"2.5""",,SATA 6.0 Gb/s,Crucial,No,CT525MX300SSD1,$0.34 ,SSD
,Kingston Fury Renegade 4 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/3M2WGX/kingston-fury-renegade-4-tb-m2-2280-nvme-solid-state-drive-sfyrd4000g,4 TB,M.2-2280,,M.2 PCIe 4.0 X4,Kingston,Yes,SFYRD/4000G,$0.08 ,SSD
,Crucial P3 Plus 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/yGZ9TW/crucial-p3-plus-2-tb-m2-2280-nvme-solid-state-drive-ct2000p3pssd8,2 TB,M.2-2280,,M.2 PCIe 4.0 X4,Crucial,Yes,CT2000P3PSSD8,$0.06 ,SSD
,"Patriot Burst Elite 240 GB 2.5"" SSD",https://pcpartpicker.com/product/NshFf7/patriot-burst-elite-240-gb-25-solid-state-drive-pbe240gs25ssdr,240 GB,"2.5""",,SATA 6.0 Gb/s,Patriot,No,PBE240GS25SSDR,$0.07 ,SSD
,Western Digital WD_Black SN850X 8 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/mzJp99/western-digital-wd_black-sn850x-8-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-wds800t2x0e,8 TB,M.2-2280,,M.2 PCIe 4.0 X4,Western Digital,Yes,WDS800T2X0E; WDS800T2X0E-00CDD0; WDBB9G0080BNC-WRSN,$0.08 ,SSD
,Lexar NM610PRO 2 TB M.2-2280 PCIe 3.0 X4 NVME SSD,https://pcpartpicker.com/product/YC88TW/lexar-nm610pro-2-tb-m2-2280-pcie-30-x4-nvme-solid-state-drive-lnm610p002t-rnnng,2 TB,M.2-2280,,M.2 PCIe 3.0 X4,Lexar,Yes,LNM610P002T-RNNNG,,SSD
,ADATA XPG SX6000 256 GB M.2-2280 PCIe 3.0 X2 NVME SSD,https://pcpartpicker.com/product/2JVD4D/adata-xpg-sx6000-256gb-m2-2280-solid-state-drive-asx6000np-256gt-c,256 GB,M.2-2280,,M.2 PCIe 3.0 X2,ADATA,Yes,ASX6000NP-256GT-C,,SSD
,Western Digital Blue SN570 500 GB M.2-2280 PCIe 3.0 X4 NVME SSD,https://pcpartpicker.com/product/9FH7YJ/western-digital-blue-sn570-500-gb-m2-2280-nvme-solid-state-drive-wds500g3b0c,500 GB,M.2-2280,,M.2 PCIe 3.0 X4,Western Digital,Yes,WDS500G3B0C,$0.26 ,SSD
,Crucial P5 1 TB M.2-2280 PCIe 3.0 X4 NVME SSD,https://pcpartpicker.com/product/yTTzK8/crucial-p5-1-tb-m2-2280-nvme-solid-state-drive-ct1000p5ssd8,1 TB,M.2-2280,,M.2 PCIe 3.0 X4,Crucial,Yes,CT1000P5SSD8,,SSD
,"Western Digital Blue 500 GB 2.5"" SSD",https://pcpartpicker.com/product/LRkj4D/western-digital-blue-500gb-25-solid-state-drive-wds500g2b0a,500 GB,"2.5""",,SATA 6.0 Gb/s,Western Digital,No,WDS500G2B0A,$0.14 ,SSD
,SK Hynix Platinum P41 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/yGTp99/sk-hynix-platinum-p41-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-shpp41-2000gm-2,2 TB,M.2-2280,,M.2 PCIe 4.0 X4,SK Hynix,Yes,SHPP41-2000GM-2,$0.06 ,SSD
,Crucial P3 Plus 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/yGZ9TW/crucial-p3-plus-2-tb-m2-2280-nvme-solid-state-drive-ct2000p3pssd8,2 TB,M.2-2280,,M.2 PCIe 4.0 X4,Crucial,Yes,CT2000P3PSSD8,$0.06 ,SSD
,Crucial P3 500 GB M.2-2280 PCIe 3.0 X4 NVME SSD,https://pcpartpicker.com/product/XKt9TW/crucial-p3-500-gb-m2-2280-nvme-solid-state-drive-ct500p3ssd8,500 GB,M.2-2280,,M.2 PCIe 3.0 X4,Crucial,Yes,CT500P3SSD8,$0.09 ,SSD
,Crucial P3 Plus 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/yGZ9TW/crucial-p3-plus-2-tb-m2-2280-nvme-solid-state-drive-ct2000p3pssd8,2 TB,M.2-2280,,M.2 PCIe 4.0 X4,Crucial,Yes,CT2000P3PSSD8,$0.06 ,SSD
,Western Digital Blue SN570 500 GB M.2-2280 PCIe 3.0 X4 NVME SSD,https://pcpartpicker.com/product/9FH7YJ/western-digital-blue-sn570-500-gb-m2-2280-nvme-solid-state-drive-wds500g3b0c,500 GB,M.2-2280,,M.2 PCIe 3.0 X4,Western Digital,Yes,WDS500G3B0C,$0.26 ,SSD
,Crucial P3 Plus 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/yGZ9TW/crucial-p3-plus-2-tb-m2-2280-nvme-solid-state-drive-ct2000p3pssd8,2 TB,M.2-2280,,M.2 PCIe 4.0 X4,Crucial,Yes,CT2000P3PSSD8,$0.06 ,SSD
,"Crucial MX300 275 GB 2.5"" SSD",https://pcpartpicker.com/product/rrvZxr/crucial-mx300-275gb-25-solid-state-drive-ct275mx300ssd1,275 GB,"2.5""",,SATA 6.0 Gb/s,Crucial,No,CT275MX300SSD1,$0.58 ,SSD
,Western Digital Blue SN580 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/rqhv6h/western-digital-blue-sn580-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-wds100t3b0e,1 TB,M.2-2280,,M.2 PCIe 4.0 X4,Western Digital,Yes,WDS100T3B0E; WDS100T3B0E-00CHF0,$0.07 ,SSD
,MSI SPATIUM M482 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/T6bRsY/msi-spatium-m482-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-spatium-m482-pcie-40-nvme-m2-2tb,2 TB,M.2-2280,,M.2 PCIe 4.0 X4,MSI,Yes,SPATIUM-M482-PCIe-4.0-NVMe-M.2-2TB; SM482N2TB; S78-440Q730-P83,$0.07 ,SSD
,Crucial T500 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/GfRwrH/crucial-t500-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-ct1000t500ssd8,1 TB,M.2-2280,,M.2 PCIe 4.0 X4,Crucial,Yes,CT1000T500SSD8,$0.08 ,SSD
,Samsung 990 Pro 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/FsqPxr/samsung-990-pro-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-mz-v9p1t0bw,1 TB,M.2-2280,,M.2 PCIe 4.0 X4,Samsung,Yes,MZ-V9P1T0BW; MZ-V9P1T0B/AM,$0.10 ,SSD
,Crucial P3 Plus 500 GB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/vPpzK8/crucial-p3-plus-500-gb-m2-2280-nvme-solid-state-drive-ct500p3pssd8,500 GB,M.2-2280,,M.2 PCIe 4.0 X4,Crucial,Yes,CT500P3PSSD8,$0.08 ,SSD
,Samsung 990 Pro 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/FsqPxr/samsung-990-pro-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-mz-v9p1t0bw,1 TB,M.2-2280,,M.2 PCIe 4.0 X4,Samsung,Yes,MZ-V9P1T0BW; MZ-V9P1T0B/AM,$0.10 ,SSD
,Crucial P3 Plus 500 GB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/vPpzK8/crucial-p3-plus-500-gb-m2-2280-nvme-solid-state-drive-ct500p3pssd8,500 GB,M.2-2280,,M.2 PCIe 4.0 X4,Crucial,Yes,CT500P3PSSD8,$0.08 ,SSD
,Samsung 990 Pro 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/FsqPxr/samsung-990-pro-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-mz-v9p1t0bw,1 TB,M.2-2280,,M.2 PCIe 4.0 X4,Samsung,Yes,MZ-V9P1T0BW; MZ-V9P1T0B/AM,$0.10 ,SSD
,Samsung 990 Pro 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/FsqPxr/samsung-990-pro-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-mz-v9p1t0bw,1 TB,M.2-2280,,M.2 PCIe 4.0 X4,Samsung,Yes,MZ-V9P1T0BW; MZ-V9P1T0B/AM,$0.10 ,SSD
,ADATA Swordfish 500 GB M.2-2280 PCIe 3.0 X4 NVME SSD,https://pcpartpicker.com/product/sXqBD3/adata-swordfish-500-gb-m2-2280-nvme-solid-state-drive-aswordfish-500g-c,500 GB,M.2-2280,,M.2 PCIe 3.0 X4,ADATA,Yes,ASWORDFISH-500G-C,,SSD
,Crucial T700 1 TB M.2-2280 PCIe 5.0 X4 NVME SSD,https://pcpartpicker.com/product/mVwmP6/crucial-t700-1-tb-m2-2280-pcie-50-x4-nvme-solid-state-drive-ct1000t700ssd3,1 TB,M.2-2280,,M.2 PCIe 5.0 X4,Crucial,Yes,CT1000T700SSD3,$0.14 ,SSD
,TEAMGROUP MP44L 500 GB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/WcJgXL/teamgroup-mp44l-500-gb-m2-2280-pcie-40-x4-nvme-solid-state-drive-tm8fpk500g0c101,500 GB,M.2-2280,,M.2 PCIe 4.0 X4,TEAMGROUP,Yes,TM8FPK500G0C101,$0.07 ,SSD
,Samsung 990 Pro 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/FsqPxr/samsung-990-pro-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-mz-v9p1t0bw,1 TB,M.2-2280,,M.2 PCIe 4.0 X4,Samsung,Yes,MZ-V9P1T0BW; MZ-V9P1T0B/AM,$0.10 ,SSD
,Samsung 990 Pro 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/FsqPxr/samsung-990-pro-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-mz-v9p1t0bw,1 TB,M.2-2280,,M.2 PCIe 4.0 X4,Samsung,Yes,MZ-V9P1T0BW; MZ-V9P1T0B/AM,$0.10 ,SSD
,Samsung 990 Pro 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/FsqPxr/samsung-990-pro-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-mz-v9p1t0bw,1 TB,M.2-2280,,M.2 PCIe 4.0 X4,Samsung,Yes,MZ-V9P1T0BW; MZ-V9P1T0B/AM,$0.10 ,SSD
,Samsung 990 Pro 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/FsqPxr/samsung-990-pro-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-mz-v9p1t0bw,1 TB,M.2-2280,,M.2 PCIe 4.0 X4,Samsung,Yes,MZ-V9P1T0BW; MZ-V9P1T0B/AM,$0.10 ,SSD
,Patriot P400 Lite 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/hkmNnQ/patriot-p400-lite-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-p400lp2kgm28h,2 TB,M.2-2280,,M.2 PCIe 4.0 X4,Patriot,Yes,P400LP2KGM28H,$0.05 ,SSD
,Crucial P3 Plus 500 GB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/vPpzK8/crucial-p3-plus-500-gb-m2-2280-nvme-solid-state-drive-ct500p3pssd8,500 GB,M.2-2280,,M.2 PCIe 4.0 X4,Crucial,Yes,CT500P3PSSD8,$0.08 ,SSD
,TEAMGROUP MP44L 500 GB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/WcJgXL/teamgroup-mp44l-500-gb-m2-2280-pcie-40-x4-nvme-solid-state-drive-tm8fpk500g0c101,500 GB,M.2-2280,,M.2 PCIe 4.0 X4,TEAMGROUP,Yes,TM8FPK500G0C101,$0.07 ,SSD
,Sabrent Rocket 1 TB M.2-2280 PCIe 3.0 X4 NVME SSD,https://pcpartpicker.com/product/N7zkcf/sabrent-1-tb-m2-2280-solid-state-drive-sb-rocket-1tb,1 TB,M.2-2280,,M.2 PCIe 3.0 X4,Sabrent,Yes,SB-ROCKET-1TB,,SSD
,Samsung 990 Pro 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/FsqPxr/samsung-990-pro-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-mz-v9p1t0bw,1 TB,M.2-2280,,M.2 PCIe 4.0 X4,Samsung,Yes,MZ-V9P1T0BW; MZ-V9P1T0B/AM,$0.10 ,SSD
,Gigabyte AORUS Gen4 7300 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/tNNYcf/gigabyte-aorus-gen4-7300-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-ag4731tb,1 TB,M.2-2280,,M.2 PCIe 4.0 X4,Gigabyte,Yes,AG4731TB,$0.09 ,SSD
,"Western Digital Blue 1 TB 2.5"" SSD",https://pcpartpicker.com/product/GTCD4D/western-digital-blue-1tb-25-solid-state-drive-wds100t2b0a,1 TB,"2.5""",,SATA 6.0 Gb/s,Western Digital,No,WDS100T2B0A,$0.14 ,SSD
,Crucial T500 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/GfRwrH/crucial-t500-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-ct1000t500ssd8,1 TB,M.2-2280,,M.2 PCIe 4.0 X4,Crucial,Yes,CT1000T500SSD8,$0.08 ,SSD
,Samsung 990 Pro 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/FsqPxr/samsung-990-pro-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-mz-v9p1t0bw,1 TB,M.2-2280,,M.2 PCIe 4.0 X4,Samsung,Yes,MZ-V9P1T0BW; MZ-V9P1T0B/AM,$0.10 ,SSD
,Kingston KC3000 2.048 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/sJPQzy/kingston-kc3000-2048-tb-m2-2280-nvme-solid-state-drive-skc3000d2048g,2.048 TB,M.2-2280,,M.2 PCIe 4.0 X4,Kingston,Yes,SKC3000D/2048G,$0.08 ,SSD
,Crucial P1 500 GB M.2-2280 PCIe 3.0 X4 NVME SSD,https://pcpartpicker.com/product/xpYLrH/crucial-p1-500gb-m2-2280-solid-state-drive-ct500p1ssd8,500 GB,M.2-2280,,M.2 PCIe 3.0 X4,Crucial,Yes,CT500P1SSD8,$0.25 ,SSD
,Samsung 990 Pro 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/FsqPxr/samsung-990-pro-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-mz-v9p1t0bw,1 TB,M.2-2280,,M.2 PCIe 4.0 X4,Samsung,Yes,MZ-V9P1T0BW; MZ-V9P1T0B/AM,$0.10 ,SSD
,Samsung 970 Evo 1 TB M.2-2280 PCIe 3.0 X4 NVME SSD,https://pcpartpicker.com/product/JLdxFT/samsung-970-evo-10tb-m2-2280-solid-state-drive-mz-v7e1t0baw,1 TB,M.2-2280,,M.2 PCIe 3.0 X4,Samsung,Yes,MZ-V7E1T0BW; MZ-V7E1T0B/AM,$0.16 ,SSD
,Samsung 990 Pro 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/FsqPxr/samsung-990-pro-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-mz-v9p1t0bw,1 TB,M.2-2280,,M.2 PCIe 4.0 X4,Samsung,Yes,MZ-V9P1T0BW; MZ-V9P1T0B/AM,$0.10 ,SSD
,Crucial P5 Plus 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/7nXJ7P/crucial-p5-plus-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-ct1000p5pssd8,1 TB,M.2-2280,,M.2 PCIe 4.0 X4,Crucial,Yes,CT1000P5PSSD8,$0.15 ,SSD
,Samsung 970 Evo 1 TB M.2-2280 PCIe 3.0 X4 NVME SSD,https://pcpartpicker.com/product/JLdxFT/samsung-970-evo-10tb-m2-2280-solid-state-drive-mz-v7e1t0baw,1 TB,M.2-2280,,M.2 PCIe 3.0 X4,Samsung,Yes,MZ-V7E1T0BW; MZ-V7E1T0B/AM,$0.16 ,SSD
,Crucial T700 1 TB M.2-2280 PCIe 5.0 X4 NVME SSD,https://pcpartpicker.com/product/mVwmP6/crucial-t700-1-tb-m2-2280-pcie-50-x4-nvme-solid-state-drive-ct1000t700ssd3,1 TB,M.2-2280,,M.2 PCIe 5.0 X4,Crucial,Yes,CT1000T700SSD3,$0.14 ,SSD
,"Samsung 860 Evo 2 TB 2.5"" SSD",https://pcpartpicker.com/product/dQ66Mp/samsung-860-evo-2tb-25-solid-state-drive-mz-76e2t0bam,2 TB,"2.5""",,SATA 6.0 Gb/s,Samsung,No,MZ-76E2T0B/AM; MZ-76E2T0B/EU,$0.12 ,SSD
,Lexar NM710 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/mPXV3C/lexar-nm710-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-lnm710x002t-rnnng,2 TB,M.2-2280,,M.2 PCIe 4.0 X4,Lexar,Yes,LNM710X002T-RNNNG; LNM710X002T-RNNNU,$0.07 ,SSD
,"ADATA SU630 240 GB 2.5"" SSD",https://pcpartpicker.com/product/cvgzK8/adata-su630-240-gb-25-solid-state-drive-asu630ss-240gq-r,240 GB,"2.5""",,SATA 6.0 Gb/s,ADATA,No,ASU630SS-240GQ-R,$0.11 ,SSD
,Samsung 960 Evo 250 GB M.2-2280 PCIe 3.0 X4 NVME SSD,https://pcpartpicker.com/product/ZNBrxr/samsung-960-evo-250gb-m2-2280-solid-state-drive-mz-v6e250,250 GB,M.2-2280,,M.2 PCIe 3.0 X4,Samsung,Yes,MZ-V6E250; MZ-V6E250BW,$0.35 ,SSD
,Samsung 990 EVO Plus 1 TB M.2-2280 PCIe 5.0 X2 NVME SSD,https://pcpartpicker.com/product/XQFmP6/samsung-990-evo-plus-1-tb-m2-2280-pcie-50-x2-nvme-solid-state-drive-mz-v9s1t0bw,1 TB,M.2-2280,,M.2 PCIe 5.0 X2,Samsung,Yes,MZ-V9S1T0BW; MZ-V9S1T0B/AM,$0.08 ,SSD
,Samsung 990 Pro 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/FsqPxr/samsung-990-pro-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-mz-v9p1t0bw,1 TB,M.2-2280,,M.2 PCIe 4.0 X4,Samsung,Yes,MZ-V9P1T0BW; MZ-V9P1T0B/AM,$0.10 ,SSD
,"Silicon Power A55 1 TB 2.5"" SSD",https://pcpartpicker.com/product/nXF48d/silicon-power-a55-1-tb-25-solid-state-drive-sp001tbss3a55s25,1 TB,"2.5""",,SATA 6.0 Gb/s,Silicon Power,No,SP001TBSS3A55S25; SU001TBSS3A55S25NE,$0.05 ,SSD
,TEAMGROUP MS30 256 GB M.2-2280 SATA SSD,https://pcpartpicker.com/product/JPPKHx/team-ms30-256-gb-m2-2280-solid-state-drive-tm8ps7256g0c101,256 GB,M.2-2280,,M.2 SATA,TEAMGROUP,No,TM8PS7256G0C101,$0.10 ,SSD
,Crucial T700 1 TB M.2-2280 PCIe 5.0 X4 NVME SSD,https://pcpartpicker.com/product/mVwmP6/crucial-t700-1-tb-m2-2280-pcie-50-x4-nvme-solid-state-drive-ct1000t700ssd3,1 TB,M.2-2280,,M.2 PCIe 5.0 X4,Crucial,Yes,CT1000T700SSD3,$0.14 ,SSD
,Kingston Fury Renegade 500 GB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/Kdt9TW/kingston-fury-renegade-500-gb-m2-2280-nvme-solid-state-drive-sfyrs500g,500 GB,M.2-2280,,M.2 PCIe 4.0 X4,Kingston,Yes,SFYRS/500G,$0.13 ,SSD
,Crucial P3 1 TB M.2-2280 PCIe 3.0 X4 NVME SSD,https://pcpartpicker.com/product/sw4Ycf/crucial-p3-1-tb-m2-2280-nvme-solid-state-drive-ct1000p3ssd8,1 TB,M.2-2280,,M.2 PCIe 3.0 X4,Crucial,Yes,CT1000P3SSD8,$0.07 ,SSD
,Samsung 990 Pro w/Heatsink 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/7RQcCJ/samsung-990-pro-wheatsink-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-mz-v9p2t0cw,2 TB,M.2-2280,,M.2 PCIe 4.0 X4,Samsung,Yes,MZ-V9P2T0CW; MZ-V9P2T0GW,$0.09 ,SSD
,"SanDisk SSD PLUS 120 GB 2.5"" SSD",https://pcpartpicker.com/product/m34NnQ/sandisk-ssd-plus-120gb-25-solid-state-drive-sdssda-120g-g26,120 GB,"2.5""",,SATA 6.0 Gb/s,SanDisk,No,SDSSDA-120G-G26,$0.53 ,SSD
,Patriot Viper VP4300 Lite 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/BqP8TW/patriot-viper-vp4300-lite-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-vp4300l2tbm28h,2 TB,M.2-2280,,M.2 PCIe 4.0 X4,Patriot,Yes,VP4300L2TBM28H,$0.06 ,SSD
,"Kingston A400 120 GB 2.5"" SSD",https://pcpartpicker.com/product/2FDzK8/kingston-a400-120gb-25-solid-state-drive-sa400s37120g,120 GB,"2.5""",,SATA 6.0 Gb/s,Kingston,No,SA400S37/120G,,SSD
,Crucial T700 1 TB M.2-2280 PCIe 5.0 X4 NVME SSD,https://pcpartpicker.com/product/mVwmP6/crucial-t700-1-tb-m2-2280-pcie-50-x4-nvme-solid-state-drive-ct1000t700ssd3,1 TB,M.2-2280,,M.2 PCIe 5.0 X4,Crucial,Yes,CT1000T700SSD3,$0.14 ,SSD
