Build Title,CPU_component_name,CPU_Core_Count,CPU_Performance_Core_Clock,CPU_Socket,CPU Cooler_component_name,CPU Cooler_Water_Cooled,CPU Cooler_Radiator_Size_mm,CPU Cooler_Noise_Level,Case_component_name,Case_Type,Case_Height_mm,Case_Width_mm,Case_Depth_mm,Case_ATX,Case_Mini ITX,Memory_component_name,Memory_Speed,Memory_Form_Factor,Memory_Modules,Motherboard_component_name,Motherboard_Chipset,Motherboard_Form_Factor,Motherboard_Memory_Speed,Power Supply_component_name,Power Supply_Wattage,Power Supply_Efficiency_Rating,Power Supply_Modular,Storage_component_name,Storage_Capacity,Storage_Form_Factor,Storage_NVME,Video Card_component_name,Video Card_Chipset,Video Card_Memory,Video Card_TDP
Robs PC,Intel Core i7-10700F 2.9 GHz 8-Core,8,2900,LGA1200,Thermalright Aqua Elite V3 66.17 CFM Liquid,True,240.0,25.6,iBuypower Trace 7 Mesh Pro ARGB ATX Mid Tower,ATX Mid Tower,480.0,220.0,491.0,1,1,Corsair Vengeance LPX 32 GB (2 x 16 GB) DDR4-3600 CL18,3600,DDR4,2 x 16GB,Asus TUF GAMING B460M-PLUS (WI-FI) Micro ATX LGA1200,Intel B460,Micro ATX,2933,Zalman TXII 500 W 80+ Certified ATX,500,80+,Non Modular,"Kingston Savage 480 GB 2.5"" SSD",480,"2.5""",False,Gigabyte GAMING OC GeForce GTX 1660 Ti 6 GB,GeForce GTX 1660 Ti,6,120
Rog strix(mostly) build,Intel Core i5-12600K 3.7 GHz 10-Core,10,3700,LGA1700,Asus ROG STRIX LC II ARGB 80.95 CFM Liquid,True,360.0,37.6,Asus ROG Strix Helios ATX Full Tower,ATX Full Tower,565.0,250.0,591.0,1,1,Crucial Pro 64 GB (2 x 32 GB) DDR4-3200 CL22,3200,DDR4,2 x 32GB,Asus TUF GAMING Z790-PLUS WIFI D4 ATX LGA1700,Intel Z790,ATX,5333,Asus ROG Strix 750 W 80+ Gold Certified Fully Modular ATX,750,80+ Gold,Fully Modular,Samsung 970 Evo Plus 1 TB M.2-2280 PCIe 3.0 X4 NVME SSD,1000,M.2-2280,True,Unknown,GeForce RTX 4060 Ti,16,165
Roko's Basilisk (285k/5080),Intel Core Ultra 9 285K 3.7 GHz 24-Core,24,3700,LGA1851,Unknown,Unknown,Unknown,Unknown,Geometric Future Model 5 ATX Mid Tower,ATX Mid Tower,480.0,242.0,440.0,1,1,Unknown,Unknown,Unknown,Unknown,Asus ROG MAXIMUS Z890 EXTREME EATX LGA1851,Intel Z890,EATX,9200,Unknown,Unknown,Unknown,Unknown,"Crucial MX500 500 GB 2.5"" SSD",500,"2.5""",False,Unknown,GeForce RTX 5080,16,360
Roxanne,AMD Ryzen 9 3950X 3.5 GHz 16-Core,16,3500,AM4,Unknown,Unknown,Unknown,Unknown,NZXT H510 ATX Mid Tower,ATX Mid Tower,428.0,210.0,460.0,1,1,Corsair Vengeance RGB Pro 32 GB (2 x 16 GB) DDR4-3200 CL16,3200,DDR4,2 x 16GB,MSI MAG X570 TOMAHAWK WIFI ATX AM4,AMD X570,ATX,4600,Unknown,Unknown,Unknown,Unknown,Mushkin Helix-L 1 TB M.2-2280 PCIe 3.0 X4 NVME SSD,1000,M.2-2280,True,Unknown,GeForce RTX 2070 SUPER,8,215
Rtx 4060 build,AMD Ryzen 5 5600 3.5 GHz 6-Core,6,3500,AM4,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Corsair Vengeance LPX 32 GB (2 x 16 GB) DDR4-3600 CL18,3600,DDR4,2 x 16GB,MSI B550 GAMING GEN3 ATX AM4,AMD B550,ATX,4400,Unknown,0,Unknown,Unknown,Samsung 980 Pro 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,1000,M.2-2280,True,Unknown,GeForce RTX 4060,8,115
Rusty Claymore,Intel Core i5-4590 3.3 GHz Quad-Core,4,3300,LGA1150,Noctua NH-L9i 33.84 CFM,False,0.0,19.200000000000003,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Patriot Viper 3 16 GB (2 x 8 GB) DDR3-1866 CL10,1866,240-pin DIMM (DDR3),2 x 8GB,MSI H81M-P33 Micro ATX LGA1150,Intel H81,Micro ATX,0,be quiet! Pure Power 11 400 W 80+ Gold Certified ATX,400,80+ Gold,Non Modular,"PNY CS900 240 GB 2.5"" SSD",240,"2.5""",False,Unknown,GeForce GTX 1050 Ti,4,75
Rx 7900gre build (1200$),AMD Ryzen 5 7600X 4.7 GHz 6-Core,6,4700,AM5,Unknown,Unknown,Unknown,Unknown,Corsair iCUE 4000D RGB AIRFLOW ATX Mid Tower,ATX Mid Tower,453.0,230.0,466.0,1,1,TEAMGROUP T-Create Expert 32 GB (2 x 16 GB) DDR5-6000 CL30,6000,DDR5,2 x 16GB,MSI PRO B650-S WIFI ATX AM5,AMD B650,ATX,6000,Unknown,0,Unknown,Unknown,TEAMGROUP MP44L 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,2000,M.2-2280,True,Unknown,Radeon RX 7900 GRE,16,301
Rx 9070 build “No RGB besides stock”,AMD Ryzen 7 5700X 3.4 GHz 8-Core,8,3400,AM4,Noctua NH-U12S redux 70.75 CFM,False,0.0,25.1,Corsair 4000D Airflow ATX Mid Tower,ATX Mid Tower,453.0,230.0,466.0,1,1,Corsair Vengeance LPX 32 GB (2 x 16 GB) DDR4-4000 CL18,4000,DDR4,2 x 16GB,MSI MAG B550 TOMAHAWK MAX WIFI ATX AM4,AMD B550,ATX,5100,Lian Li EDGE 1000 W 80+ Platinum Certified Fully Modular ATX,1000,80+ Platinum,Fully Modular,Western Digital WD_Black SN850X 4 TB M.2-2280 PCIe 4.0 X4 NVME SSD,4000,M.2-2280,True,Unknown,Radeon RX 9070,16,220
Ryze Up,AMD Ryzen 5 7600 3.8 GHz 6-Core,6,3800,AM5,Unknown,Unknown,Unknown,Unknown,Zalman S4 ATX Mid Tower,ATX Mid Tower,0.0,0.0,0.0,1,1,Corsair Vengeance 32 GB (2 x 16 GB) DDR5-6000 CL30,6000,DDR5,2 x 16GB,Asus PRIME A620-PLUS WIFI6 ATX AM5,AMD A620,ATX,7200,Apevia Galaxy 650 W 80+ Gold Certified Semi-modular ATX,650,80+ Gold,Semi Modular,VisionTek DLX4 Pro 512 GB M.2-2280 PCIe 4.0 X4 NVME SSD,512,M.2-2280,True,ASRock Challenger D OC Radeon RX 5500 XT 4 GB,Radeon RX 5500 XT,4,130
Ryzen 5 4060 White Build,AMD Ryzen 5 7600 3.8 GHz 6-Core,6,3800,AM5,Unknown,Unknown,Unknown,Unknown,Aerocool Bolt ATX Mid Tower,ATX Mid Tower,410.0,194.0,444.0,1,1,TEAMGROUP T-Force Delta RGB 32 GB (2 x 16 GB) DDR5-6000 CL30,6000,DDR5,2 x 16GB,MSI B650M GAMING PLUS WIFI Micro ATX AM5,AMD B650,Micro ATX,7200,Aerocool P7 Platinum 850 W 80+ Platinum Certified Fully Modular ATX,850,80+ Platinum,Fully Modular,Kingston NV2 500 GB M.2-2280 PCIe 4.0 X4 NVME SSD,500,M.2-2280,True,Unknown,GeForce RTX 4060,8,115
Ryzen 5 7500F + RTX 4070 SUPER 👽BUILD best gaming PC for its price + Test 1080p 1444p 2160p,AMD Ryzen 5 7500F 3.7 GHz 6-Core,6,3700,AM5,Deepcool AK500 DIGITAL 68.99 CFM,False,0.0,28.0,Silverstone FARA H1M PRO MicroATX Mini Tower,MicroATX Mini Tower,366.0,210.0,392.0,0,1,GOODRAM IRDM 32 GB (2 x 16 GB) DDR5-6000 CL30,6000,DDR5,2 x 16GB,Asus TUF GAMING B650M-E WIFI Micro ATX AM5,AMD B650,Micro ATX,6400,Unknown,Unknown,Unknown,Unknown,Transcend 250S 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,1000,M.2-2280,True,Unknown,GeForce RTX 4070 SUPER,12,220
Ryzen 7 2700X Level 20 VT,AMD Ryzen 7 2700X 3.7 GHz 8-Core,8,3700,AM4,Unknown,Unknown,Unknown,Unknown,Thermaltake Level 20 VT MicroATX Desktop,MicroATX Desktop,348.0,330.0,430.0,0,1,G.Skill Trident Z RGB 16 GB (2 x 8 GB) DDR4-3600 CL18,3600,DDR4,2 x 8GB,Gigabyte B450 AORUS M Micro ATX AM4,AMD B450,Micro ATX,3600,Unknown,Unknown,Unknown,Unknown,Samsung 970 Evo Plus 500 GB M.2-2280 PCIe 3.0 X4 NVME SSD,500,M.2-2280,True,Gigabyte WINDFORCE OC GeForce GTX 1660 Ti 6 GB,GeForce GTX 1660 Ti,6,120
Ryzen 7 7700x + RTX 3060,AMD Ryzen 7 7700X 4.5 GHz 8-Core,8,4500,AM5,Unknown,Unknown,Unknown,Unknown,Montech XR ATX Mid Tower,ATX Mid Tower,435.0,230.0,450.0,1,1,G.Skill Flare X5 32 GB (2 x 16 GB) DDR5-6000 CL36,6000,DDR5,2 x 16GB,Gigabyte B650M AORUS ELITE AX ICE Micro ATX AM5,AMD B650,Micro ATX,8000,Unknown,0,Unknown,Unknown,"TEAMGROUP T-Force Vulcan Z 512 GB 2.5"" SSD",512,"2.5""",False,Zotac GAMING Twin Edge OC GeForce RTX 3060 12GB 12 GB,GeForce RTX 3060 12GB,12,170
Ryzen 7 7800X3D | RTX 4070 Ti SUPER,AMD Ryzen 7 7800X3D 4.2 GHz 8-Core,8,4200,AM5,ID-COOLING IS-55 Black 54.6 CFM,False,0.0,31.2,Fractal Design Terra Mini ITX Desktop,Mini ITX Desktop,343.0,153.0,218.0,0,1,TEAMGROUP T-Create Expert 32 GB (2 x 16 GB) DDR5-6000 CL30,6000,DDR5,2 x 16GB,ASRock B650I Lightning Wifi Mini ITX AM5,AMD B650,Mini ITX,7200,Unknown,Unknown,Unknown,Unknown,Kingston KC3000 2.048 TB M.2-2280 PCIe 4.0 X4 NVME SSD,2048,M.2-2280,True,Unknown,GeForce RTX 4070 Ti SUPER,16,285
Ryzen 7 9700X / RX 9070,AMD Ryzen 7 9700X 3.8 GHz 8-Core,8,3800,AM5,Unknown,Unknown,Unknown,Unknown,Fractal Design Pop Air ATX Mid Tower,ATX Mid Tower,473.5,215.0,454.0,1,1,Patriot Venom 64 GB (2 x 32 GB) DDR5-6000 CL30,6000,DDR5,2 x 32GB,MSI PRO X870-P WIFI ATX AM5,AMD X870,ATX,8200,Unknown,Unknown,Unknown,Unknown,ADATA XPG GAMMIX S11 Pro 1 TB M.2-2280 PCIe 3.0 X4 NVME SSD,1000,M.2-2280,True,Unknown,Radeon RX 9070,16,220
"Ryzen 9 9900X, 128GB of RAM and a RTX 5090 for my Minecraft pc",AMD Ryzen 9 9900X 4.4 GHz 12-Core,12,4400,AM5,Unknown,Unknown,Unknown,Unknown,Corsair 480T RGB ATX Mid Tower,ATX Mid Tower,476.0,214.0,446.0,1,1,Corsair Vengeance RGB 64 GB (2 x 32 GB) DDR5-6000 CL30,6000,DDR5,2 x 32GB,Gigabyte X870E AORUS ELITE WIFI7 ATX AM5,AMD X870E,ATX,8000,Unknown,Unknown,Unknown,Unknown,"Silicon Power A55 2 TB 2.5"" SSD",2000,"2.5""",False,Unknown,GeForce RTX 5090,32,575
Ryzen 9 9950X3D & RTX 5090 - Love and Patience,AMD Ryzen 9 9950X3D 4.3 GHz 16-Core,16,4300,AM5,Unknown,Unknown,Unknown,Unknown,NZXT H9 Flow ATX Mid Tower,ATX Mid Tower,466.0,290.0,495.0,1,1,G.Skill Trident Z5 Neo RGB 64 GB (2 x 32 GB) DDR5-6000 CL26,6000,DDR5,2 x 32GB,Gigabyte X870E AORUS PRO ATX AM5,AMD X870E,ATX,8000,MSI MEG Ai1300P PCIE5 1300 W 80+ Platinum Certified Fully Modular ATX,1300,80+ Platinum,Fully Modular,Western Digital Black SN850 w/Heatsink 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,2000,M.2-2280,True,Unknown,GeForce RTX 5090,32,575
"Ryzen 9800x3D, Asus Tuf 5080, NZXT c1500, Gigabyte B850I",AMD Ryzen 7 9800X3D 4.7 GHz 8-Core,8,4700,AM5,Noctua NH-D15S chromax.black 82.51 CFM,False,0.0,21.9,Fractal Design Pop Mini Air MicroATX Mid Tower,MicroATX Mid Tower,432.0,215.0,393.0,0,1,G.Skill Trident Z5 Neo RGB 64 GB (2 x 32 GB) DDR5-6000 CL30,6000,DDR5,2 x 32GB,Gigabyte B850I AORUS PRO Mini ITX AM5,AMD B850,Mini ITX,8400,Unknown,Unknown,Unknown,Unknown,Samsung 990 Pro 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,1000,M.2-2280,True,Unknown,GeForce RTX 5080,16,360
Ryzen-Nvidia Beast Machine,AMD Ryzen 7 9800X3D 4.7 GHz 8-Core,8,4700,AM5,Unknown,Unknown,Unknown,Unknown,Lian Li Lancool 207 ATX Mid Tower,ATX Mid Tower,455.6,219.0,456.0,1,1,G.Skill Flare X5 32 GB (2 x 16 GB) DDR5-6000 CL30,6000,DDR5,2 x 16GB,Asus TUF GAMING B850-PLUS WIFI ATX AM5,AMD B850,ATX,8000,MSI MAG A850GL PCIE5 850 W 80+ Gold Certified Fully Modular ATX,850,80+ Gold,Fully Modular,Samsung PM961 1 TB M.2-2280 PCIe 3.0 X4 NVME SSD,1000,M.2-2280,True,Unknown,GeForce RTX 5070 Ti,16,300
Ryzen7 9800X3D/RTX 5080 TUF OC ProArt Build,AMD Ryzen 7 9800X3D 4.7 GHz 8-Core,8,4700,AM5,Unknown,Unknown,Unknown,Unknown,Asus ProArt PA602 ATX Mid Tower,ATX Mid Tower,593.0,245.0,560.0,1,1,G.Skill Trident Z5 Neo 32 GB (2 x 16 GB) DDR5-6000 CL30,6000,DDR5,2 x 16GB,Asus ROG CROSSHAIR X870E HERO ATX AM5,AMD X870E,ATX,8600,Unknown,Unknown,Unknown,Unknown,TEAMGROUP T-FORCE Z44A7 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,2000,M.2-2280,True,Unknown,GeForce RTX 5080,16,360
SAMA SV02 build. Black/White,AMD Ryzen 7 3800X 3.9 GHz 8-Core,8,3900,AM4,Thermalright Frozen Notte ARGB 72.37 CFM Liquid,True,240.0,27.7,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,TEAMGROUP T-Force Delta RGB 16 GB (2 x 8 GB) DDR4-3200 CL16,3200,DDR4,2 x 8GB,MSI B550-A PRO ATX AM4,AMD B550,ATX,4400,Unknown,Unknown,Unknown,Unknown,Patriot P400 Lite 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,1000,M.2-2280,True,Unknown,GeForce RTX 3070,8,220
SFF Blackout PC,AMD Ryzen 5 8600G 4.3 GHz 6-Core,6,4300,AM5,Noctua NH-L9A-AM5 CHROMAX.BLACK 33.84 CFM,False,0.0,19.200000000000003,In Win Chopin MAX Mini ITX Desktop w/200 W Power Supply,Mini ITX Desktop,217.0,84.0,244.0,0,1,TEAMGROUP T-Create Expert 32 GB (2 x 16 GB) DDR5-6000 CL30,6000,DDR5,2 x 16GB,ASRock A620I LIGHTNING WIFI Mini ITX AM5,AMD A620,Mini ITX,7200,Unknown,Unknown,Unknown,Unknown,Crucial P3 Plus 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,1000,M.2-2280,True,Unknown,Unknown,Unknown,Unknown
SFF Ryzen 5,AMD Ryzen 5 3600 3.6 GHz 6-Core,6,3600,AM4,Unknown,Unknown,Unknown,Unknown,Lian Li TU150 Mini ITX Desktop,Mini ITX Desktop,375.0,203.0,312.0,0,1,G.Skill Ripjaws V 32 GB (2 x 16 GB) DDR4-3600 CL16,3600,DDR4,2 x 16GB,MSI MPG B550I GAMING EDGE WIFI Mini ITX AM4,AMD B550,Mini ITX,4600,Unknown,Unknown,Unknown,Unknown,Western Digital Blue 1 TB M.2-2280 SATA SSD,1000,M.2-2280,False,NVIDIA Founders Edition GeForce RTX 3070 8 GB,GeForce RTX 3070,8,220
SFFast v1 (still a shitbox),Intel Core i7-6700 3.4 GHz Quad-Core,4,3400,LGA1151,Unknown,Unknown,Unknown,Unknown,Cooler Master MasterBox NR200P Mini ITX Desktop,Mini ITX Desktop,376.0,185.0,292.0,0,1,SK Hynix HMA81GU6MFR8N-UH 8 GB (1 x 8 GB) DDR4-2400 CL17,2400,DDR4,1 x 8GB,MSI B250I PRO Mini ITX LGA1151,Intel B250,Mini ITX,2400,Fractal Design Ion+ 2 Platinum 660 W 80+ Platinum Certified Fully Modular ATX,660,80+ Platinum,Fully Modular,Transcend 830S 512 GB M.2-2280 SATA SSD,512,M.2-2280,False,Unknown,GeForce RTX 3050 8GB,8,130
SPEC-OMEGA 1080Ti,Intel Core i5-8600K 3.6 GHz 6-Core,6,3600,LGA1151,Deepcool CAPTAIN 240EX RGB 153.04 CFM Liquid,True,240.0,24.450000000000003,Corsair SPEC-OMEGA RGB ATX Mid Tower,ATX Mid Tower,0.0,0.0,0.0,1,1,Corsair Vengeance RGB Pro 16 GB (2 x 8 GB) DDR4-2666 CL16,2666,DDR4,2 x 8GB,MSI Z370 TOMAHAWK ATX LGA1151,Intel Z370,ATX,4000,Unknown,Unknown,Unknown,Unknown,"TCSunBow X3 240 GB 2.5"" SSD",240,"2.5""",False,Unknown,GeForce GTX 1080 Ti,11,250
SSUPD Xhuttle - All white build,AMD Ryzen 7 9800X3D 4.7 GHz 8-Core,8,4700,AM5,Unknown,Unknown,Unknown,Unknown,SSUPD Xhuttle ATX Mid Tower,ATX Mid Tower,417.0,237.0,508.0,1,1,TEAMGROUP T-Force Delta RGB 32 GB (2 x 16 GB) DDR5-6400 CL32,6400,DDR5,2 x 16GB,Gigabyte X870 AORUS ELITE WIFI7 ICE ATX AM5,AMD X870,ATX,8000,Unknown,Unknown,Unknown,Unknown,Crucial P3 Plus 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,1000,M.2-2280,True,Unknown,GeForce RTX 5070 Ti,16,300
SSUPD Xhuttle White build - 5070 Ti,AMD Ryzen 7 9800X3D 4.7 GHz 8-Core,8,4700,AM5,Unknown,Unknown,Unknown,Unknown,SSUPD Xhuttle ATX Mid Tower,ATX Mid Tower,417.0,237.0,508.0,1,1,TEAMGROUP T-Force Delta RGB 32 GB (2 x 16 GB) DDR5-6400 CL32,6400,DDR5,2 x 16GB,Gigabyte X870 AORUS ELITE WIFI7 ICE ATX AM5,AMD X870,ATX,8000,Unknown,Unknown,Unknown,Unknown,Crucial P3 Plus 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,1000,M.2-2280,True,Unknown,GeForce RTX 5070 Ti,16,300
STUDIO PC V1,Intel Core Ultra 9 285K 3.7 GHz 24-Core,24,3700,LGA1851,be quiet! Silent Loop 3 76.7 CFM Liquid,True,240.0,27.799999999999997,NZXT H5 Flow (2024) ATX Mid Tower,ATX Mid Tower,430.0,225.0,465.0,1,1,Corsair Dominator Platinum RGB 64 GB (2 x 32 GB) DDR5-6600 CL32,6600,DDR5,2 x 32GB,Asus ROG MAXIMUS Z890 HERO ATX LGA1851,Intel Z890,ATX,8800,be quiet! Dark Power Pro 13 1300 W 80+ Titanium Certified Fully Modular ATX,1300,80+ Titanium,Fully Modular,Crucial P3 Plus 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,1000,M.2-2280,True,Unknown,GeForce RTX 5080,16,360
Saber Themed PC Setup,AMD Ryzen 7 9800X3D 4.7 GHz 8-Core,8,4700,AM5,Gigabyte AORUS WATERFORCE X II 360 ICE 72 CFM Liquid,True,360.0,24.75,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,TEAMGROUP T-Force Delta RGB 32 GB (2 x 16 GB) DDR5-6000 CL30,6000,DDR5,2 x 16GB,Gigabyte B850 AORUS ELITE WIFI7 ICE ATX AM5,AMD B850,ATX,8200,MSI MAG A1250GL PCIE5 1250 W 80+ Gold Certified Fully Modular ATX,1250,80+ Gold,Fully Modular,Samsung 990 Pro 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,2000,M.2-2280,True,Unknown,GeForce RTX 5080,16,360
Salvage Computer,Intel Core i7-6700 3.4 GHz Quad-Core,4,3400,LGA1151,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Same build as delerak here:,AMD Ryzen 9 7900X 4.7 GHz 12-Core,12,4700,AM5,Deepcool AK620 DIGITAL 68.99 CFM,False,0.0,28.0,Lian Li Lancool II Mesh ATX Mid Tower,ATX Mid Tower,478.0,229.0,494.0,1,1,G.Skill Flare X5 32 GB (2 x 16 GB) DDR5-6000 CL32,6000,DDR5,2 x 16GB,Asus ROG STRIX B650E-F GAMING WIFI ATX AM5,AMD B650E,ATX,6400,Super Flower Leadex III Gold 850 W 80+ Gold Certified Fully Modular ATX,850,80+ Gold,Fully Modular,Solidigm P44 Pro 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,2000,M.2-2280,True,Unknown,Radeon RX 7900 XT,20,300
Sample,AMD Ryzen 7 5700X 3.4 GHz 8-Core,8,3400,AM4,Unknown,Unknown,Unknown,Unknown,NZXT H7 Flow RGB (2024) ATX Mid Tower,ATX Mid Tower,468.0,244.0,544.0,1,1,Corsair Vengeance RGB Pro 32 GB (4 x 8 GB) DDR4-3600 CL18,3600,DDR4,4 x 8GB,Asus ROG STRIX B550-F GAMING WIFI II ATX AM4,AMD B550,ATX,5100,Unknown,Unknown,Unknown,Unknown,Crucial P3 Plus 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,2000,M.2-2280,True,Unknown,GeForce RTX 4060,8,115
Sapphire's PC,AMD Ryzen 7 7800X3D 4.2 GHz 8-Core,8,4200,AM5,Unknown,Unknown,Unknown,Unknown,NZXT H7 Flow (2022) ATX Mid Tower,ATX Mid Tower,480.0,230.0,505.0,1,1,Kingston FURY Renegade 32 GB (2 x 16 GB) DDR5-6000 CL32,6000,DDR5,2 x 16GB,MSI X670E GAMING PLUS WIFI ATX AM5,AMD X670E,ATX,7800,Thermaltake Smart BM3 850 W 80+ Bronze Certified Semi-modular ATX,850,80+ Bronze,Semi Modular,"ADATA SU630 240 GB 2.5"" SSD",240,"2.5""",False,Unknown,GeForce RTX 4080 SUPER,16,320
Scarif,AMD Ryzen 7 9800X3D 4.7 GHz 8-Core,8,4700,AM5,Unknown,Unknown,Unknown,Unknown,APNX V1 ATX Mid Tower,ATX Mid Tower,500.0,290.0,485.5,1,1,TEAMGROUP T-Force Delta RGB 32 GB (2 x 16 GB) DDR5-6000 CL30,6000,DDR5,2 x 16GB,MSI X670E GAMING PLUS WIFI ATX AM5,AMD X670E,ATX,7800,Lian Li EDGE 1000 W 80+ Platinum Certified Fully Modular ATX,1000,80+ Platinum,Fully Modular,Western Digital Black SN770 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,2000,M.2-2280,True,Unknown,Radeon RX 7900 XT,20,300
SchuyHeim_v4,AMD Ryzen 9 9950X 4.3 GHz 16-Core,16,4300,AM5,Thermalright Phantom Spirit EVO 69 CFM,False,0.0,27.0,Thermaltake The Tower 600 ATX Mid Tower,ATX Mid Tower,286.4,420.0,550.0,1,1,Corsair Vengeance RGB 32 GB (2 x 16 GB) DDR5-6000 CL36,6000,DDR5,2 x 16GB,MSI MAG X870E TOMAHAWK WIFI ATX AM5,AMD X870E,ATX,8400,SeaSonic VERTEX PX-1000 1000 W 80+ Platinum Certified Fully Modular ATX,1000,80+ Platinum,Fully Modular,Samsung 970 Evo Plus 1 TB M.2-2280 PCIe 3.0 X4 NVME SSD,1000,M.2-2280,True,Unknown,Arc A770,16,225
Second Desktop Build,AMD Ryzen 7 5700X3D 3 GHz 8-Core,8,3000,AM4,Thermalright Phantom Spirit EVO 69 CFM,False,0.0,27.0,Asus Prime AP201 MicroATX Mini Tower,MicroATX Mini Tower,350.0,205.0,460.0,0,1,Silicon Power GAMING 32 GB (2 x 16 GB) DDR4-3200 CL16,3200,DDR4,2 x 16GB,MSI PRO B550M-VC WIFI Micro ATX AM4,AMD B550,Micro ATX,4400,Unknown,Unknown,Unknown,Unknown,"Samsung Data Center 960 GB 2.5"" SSD",960,"2.5""",False,Sapphire PULSE Radeon RX 7800 XT 16 GB,Radeon RX 7800 XT,16,266
Second PC (March 2025),AMD Ryzen 7 9800X3D 4.7 GHz 8-Core,8,4700,AM5,Noctua NH-D15 G2 LBC 91.58 CFM,False,0.0,24.8,Fractal Design North XL ATX Full Tower,ATX Full Tower,503.0,240.0,509.0,1,1,G.Skill Flare X5 32 GB (2 x 16 GB) DDR5-6000 CL30,6000,DDR5,2 x 16GB,MSI X870 GAMING PLUS WIFI ATX AM5,AMD X870,ATX,6400,MSI MPG A850GS PCIE5 850 W 80+ Gold Certified Fully Modular ATX,850,80+ Gold,Fully Modular,Samsung 990 Pro 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,2000,M.2-2280,True,Unknown,GeForce RTX 5070 Ti,16,300
Second PC flip $320 profit,AMD Ryzen 5 7600 3.8 GHz 6-Core,6,3800,AM5,Unknown,Unknown,Unknown,Unknown,Montech AIR 100 ARGB MicroATX Mid Tower,MicroATX Mid Tower,405.0,210.0,425.0,0,1,Kingston FURY Beast RGB 16 GB (2 x 8 GB) DDR5-6000 CL36,6000,DDR5,2 x 8GB,MSI PRO A620M-E Micro ATX AM5,AMD A620,Micro ATX,6400,Unknown,Unknown,Unknown,Unknown,Samsung 980 Pro 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,1000,M.2-2280,True,Unknown,GeForce RTX 3060 Ti,8,220
Second best is still very good,AMD Ryzen 7 7800X3D 4.2 GHz 8-Core,8,4200,AM5,Noctua NH-L12S 55.44 CFM,False,0.0,20.35,Fractal Design Terra Mini ITX Desktop,Mini ITX Desktop,343.0,153.0,218.0,0,1,G.Skill Flare X5 32 GB (2 x 16 GB) DDR5-6000 CL30,6000,DDR5,2 x 16GB,ASRock A620I LIGHTNING WIFI Mini ITX AM5,AMD A620,Mini ITX,7200,Unknown,0,Unknown,Unknown,Kingston NV2 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,2000,M.2-2280,True,Unknown,Radeon RX 9070,16,220
Server Build,Intel Core i7-13700K 3.4 GHz 16-Core,16,3400,LGA1700,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Corsair Vengeance LPX 64 GB (2 x 32 GB) DDR4-3200 CL16,3200,DDR4,2 x 32GB,MSI PRO B760M-A WIFI DDR4 Micro ATX LGA1700,Intel B760,Micro ATX,5333,Unknown,Unknown,Unknown,Unknown,"Seagate Barracuda Compute 2 TB 3.5"" 7200 RPM",2000,"3.5""",False,Unknown,Radeon RX 6400,4,53
Sheila,AMD Ryzen 9 7950X 4.5 GHz 16-Core,16,4500,AM5,Unknown,Unknown,Unknown,Unknown,Fractal Design Torrent ATX Mid Tower,ATX Mid Tower,544.0,242.0,530.0,1,1,G.Skill Trident Z5 Neo RGB 64 GB (2 x 32 GB) DDR5-6000 CL30,6000,DDR5,2 x 32GB,ASRock X670E Steel Legend ATX AM5,AMD X670E,ATX,6400,SeaSonic VERTEX GX-1200 1200 W 80+ Gold Certified Fully Modular ATX,1200,80+ Gold,Fully Modular,Unknown,Unknown,Unknown,Unknown,Unknown,GeForce RTX 4080 SUPER,16,320
