component_name,component_link,Boost_Clock,Case_Expansion_Slot_Width,Chipset,Color,Cooling,Core_Clock,DisplayPort_Outputs,Effective_Memory_Clock,External_Power,Frame_Sync,HDMI_Outputs,Inferred_,Interface,Length,Manufacturer,Memory,Memory_Type,Part_#_#,SLI_CrossFire,TDP,Total_Slot_Width,,,
,https://pcpartpicker.com/product/rGPv6h/powercolor-hellhound-oc-radeon-rx-9070-xt-16-gb-video-card-rx9070xt-16g-loc,3010 MHz,2,Radeon RX 9070 XT,Black,3 Fans,2400 MHz,,,2 x PCIe 8-pin,FreeSync,,,PCIe x16,327 mm,PowerColor,16 GB,GDDR6,RX9070XT 16G-L/OC,,304 W,3,,,
,https://pcpartpicker.com/product/KMYRsY/powercolor-hellhound-oc-radeon-rx-7900-gre-16-gb-video-card-rx-7900-gre-16g-loc,2366 MHz,2,Radeon RX 7900 GRE,Black,3 Fans,1270 MHz,,18000 MHz,2 x PCIe 8-pin,FreeSync,,,PCIe x16,322 mm,PowerColor,16 GB,GDDR6,RX 7900 GRE 16G-L/OC,,260 W,3,,,
,https://pcpartpicker.com/product/BCGbt6/nvidia-founders-edition-geforce-rtx-4090-24-gb-video-card-900-1g136-2530-000,2520 MHz,3,GeForce RTX 4090,Black / Silver,2 Fans,2230 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,304 mm,NVIDIA,24 GB,GDDR6X,900-1G136-2530-000,,450 W,3,,,
,https://pcpartpicker.com/product/rGPv6h/powercolor-hellhound-oc-radeon-rx-9070-xt-16-gb-video-card-rx9070xt-16g-loc,3010 MHz,2,Radeon RX 9070 XT,Black,3 Fans,2400 MHz,,,2 x PCIe 8-pin,FreeSync,,,PCIe x16,327 mm,PowerColor,16 GB,GDDR6,RX9070XT 16G-L/OC,,304 W,3,,,
,https://pcpartpicker.com/product/F3fnTW/sapphire-nitro-radeon-rx-7900-xtx-24-gb-video-card-11322-01-20g,2680 MHz,3,Radeon RX 7900 XTX,Silver / Black,3 Fans,2300 MHz,,,3 x PCIe 8-pin,FreeSync,,,PCIe x16,320 mm,Sapphire,24 GB,GDDR6,11322-01-20G; 11322-01-40G,,420 W,4,,,
,https://pcpartpicker.com/product/7dNxFT/xfx-speedster-merc-310-radeon-rx-7900-xt-20-gb-video-card-rx-79tmercu9,2535 MHz,2,Radeon RX 7900 XT,Black / Silver,3 Fans,2000 MHz,,,2 x PCIe 8-pin,FreeSync,,,PCIe x16,344 mm,XFX,20 GB,GDDR6,RX-79TMERCU9,,300 W,3,,,
,https://pcpartpicker.com/product/F3fnTW/sapphire-nitro-radeon-rx-7900-xtx-24-gb-video-card-11322-01-20g,2680 MHz,3,Radeon RX 7900 XTX,Silver / Black,3 Fans,2300 MHz,,,3 x PCIe 8-pin,FreeSync,,,PCIe x16,320 mm,Sapphire,24 GB,GDDR6,11322-01-20G; 11322-01-40G,,420 W,4,,,
,https://pcpartpicker.com/product/Pshv6h/sparkle-orc-oc-arc-a750-8-gb-video-card-sa750c-8goc,2200 MHz,2,Arc A750,Blue / Black,2 Fans,2050 MHz,,,2 x PCIe 8-pin,None,,,PCIe x16,222 mm,Sparkle,8 GB,GDDR6,SA750C-8GOC; SA750C-800C; 1A1-S00393500G,,225 W,3,,,
,https://pcpartpicker.com/product/rqbRsY/msi-gaming-x-geforce-rtx-4060-8-gb-video-card-rtx-4060-gaming-x-8g,2610 MHz,2,GeForce RTX 4060,Black,2 Fans,1830 MHz,,,1 x PCIe 8-pin,G-Sync,,,PCIe x16,247 mm,MSI,8 GB,GDDR6,RTX 4060 GAMING X 8G; GeForce RTX 4060 GAMING X 8G; 912-V516-003; V516-003R,,115 W,2,,,
,https://pcpartpicker.com/product/gTHp99/asus-tuf-gaming-oc-geforce-rtx-5080-16-gb-video-card-tuf-rtx5080-o16g-gaming,,2,GeForce RTX 5080,Black / Silver,3 Fans,2300 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,348 mm,Asus,16 GB,GDDR7,TUF-RTX5080-O16G-GAMING; 90YV0M30-M0NA00,,360 W,4,,,
,https://pcpartpicker.com/product/GtXJ7P/xfx-speedster-merc-310-black-edition-radeon-rx-7900-xtx-24-gb-video-card-rx-79xmercb9,2615 MHz,2,Radeon RX 7900 XTX,Black / Silver,3 Fans,2300 MHz,,,3 x PCIe 8-pin,FreeSync,,,PCIe x16,344 mm,XFX,24 GB,GDDR6,RX-79XMERCB9,,355 W,3,,,
,https://pcpartpicker.com/product/BM92FT/xfx-radeon-rx-6950-xt-16-gb-speedster-merc-319-video-card-rx-695xatbd9,2368 MHz,2,Radeon RX 6950 XT,Black,3 Fans,2009 MHz,,18000 MHz,2 x PCIe 8-pin,FreeSync,,,PCIe x16,340 mm,XFX,16 GB,GDDR6,RX-695XATBD9,,335 W,3,,,
,https://pcpartpicker.com/product/dQqNnQ/msi-shadow-3x-oc-geforce-rtx-5080-16-gb-video-card-geforce-rtx-5080-16g-shadow-3x-oc,2655 MHz,2,GeForce RTX 5080,Black,3 Fans,2300 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,303 mm,MSI,16 GB,GDDR7,GeForce RTX 5080 16G SHADOW 3X OC; G5080-16S3C,,360 W,3,,,
,https://pcpartpicker.com/product/QPFCmG/asrock-steel-legend-oc-radeon-rx-9070-16-gb-video-card-rx9070-sl-16go,2700 MHz,2,Radeon RX 9070,White / Gray,3 Fans,2210 MHz,,,2 x PCIe 8-pin,FreeSync,,,PCIe x16,298 mm,ASRock,16 GB,GDDR6,RX9070 SL 16GO; 90-GA5EZZ-00UANF,,220 W,3,,,
,https://pcpartpicker.com/product/BM92FT/xfx-radeon-rx-6950-xt-16-gb-speedster-merc-319-video-card-rx-695xatbd9,2368 MHz,2,Radeon RX 6950 XT,Black,3 Fans,2009 MHz,,18000 MHz,2 x PCIe 8-pin,FreeSync,,,PCIe x16,340 mm,XFX,16 GB,GDDR6,RX-695XATBD9,,335 W,3,,,
,https://pcpartpicker.com/product/2Ftkcf/asus-tuf-gaming-oc-geforce-rtx-5090-32-gb-video-card-tuf-rtx5090-o32g-gaming,,2,GeForce RTX 5090,Black / Silver,3 Fans,2010 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,348 mm,Asus,32 GB,GDDR7,TUF-RTX5090-O32G-GAMING; 90YV0LY0-M0NA00,,575 W,4,,,
,https://pcpartpicker.com/product/8h3NnQ/gigabyte-gaming-oc-geforce-rtx-4060-8-gb-video-card-gv-n4060gaming-oc-8gd,,2,GeForce RTX 4060,Black,3 Fans,1830 MHz,,,1 x PCIe 8-pin,G-Sync,,,PCIe x16,281 mm,Gigabyte,8 GB,GDDR6,GV-N4060GAMING OC-8GD,,115 W,2,,,
,https://pcpartpicker.com/product/ZQPv6h/sapphire-nitro-radeon-rx-9070-xt-16-gb-video-card-11348-01-20g,3060 MHz,3,Radeon RX 9070 XT,Black,3 Fans,2520 MHz,,,1 x PCIe 16-pin 12VHPWR,FreeSync,2,,PCIe x16,331 mm,Sapphire,16 GB,GDDR6,11348-01-20G,,330 W,4,,,
,https://pcpartpicker.com/product/sCn9TW/sapphire-nitro-radeon-rx-7900-gre-16-gb-video-card-11325-02-20g,2391 MHz,3,Radeon RX 7900 GRE,Black,3 Fans,1270 MHz,,18000 MHz,2 x PCIe 8-pin,FreeSync,,,PCIe x16,320 mm,Sapphire,16 GB,GDDR6,11325-02-20G; 11325-05-20G,,295 W,3,,,
,https://pcpartpicker.com/product/DfLFf7/sapphire-radeon-rx-6650-xt-8-gb-pulse-video-card-11319-03-20g,2635 MHz,2,Radeon RX 6650 XT,Red / Black,2 Fans,2055 MHz,,,1 x PCIe 8-pin,FreeSync,1,,PCIe x16,240 mm,Sapphire,8 GB,GDDR6,11319-03-20G,,176 W,2,,,
,https://pcpartpicker.com/product/wNFmP6/asrock-steel-legend-oc-radeon-rx-7600-xt-16-gb-video-card-rx7600xt-sl-16go,2810 MHz,2,Radeon RX 7600 XT,White / Silver,3 Fans,1720 MHz,,,2 x PCIe 8-pin,FreeSync,,,PCIe x16,304 mm,ASRock,16 GB,GDDR6,RX7600XT SL 16GO; 90-GA4ZZZ-00UANF,,190 W,3,,,
,https://pcpartpicker.com/product/WL7CmG/evga-geforce-gtx-1070-8gb-gaming-video-card-08g-p4-5170-kr,1683 MHz,2,GeForce GTX 1070,Black / Gray,1 Fan,1506 MHz,3,8000 MHz,1 x PCIe 8-pin,G-Sync,1,,PCIe x16,267 mm,EVGA,8 GB,GDDR5,08G-P4-5170-KR,2-way SLI Capable,150 W,2,,,
,https://pcpartpicker.com/product/T7RnTW/xfx-swift-radeon-rx-9070-xt-16-gb-video-card-rx-97tswf3b9,2970 MHz,2,Radeon RX 9070 XT,Black,3 Fans,1660 MHz,,,2 x PCIe 8-pin,FreeSync,,,PCIe x16,325 mm,XFX,16 GB,GDDR6,RX-97TSWF3B9,,304 W,4,,,
,https://pcpartpicker.com/product/QVGhP6/asrock-phantom-gaming-oc-arc-a770-16-gb-video-card-a770-pg-16go,,2,Arc A770,Black,3 Fans,2100 MHz,,17500 MHz,2 x PCIe 8-pin,None,,,PCIe x16,305 mm,ASRock,16 GB,GDDR6,A770 PG 16GO; 90-GA4KZZ-00UANF,,225 W,3,,,
,https://pcpartpicker.com/product/g34Pxr/xfx-mercury-oc-rgb-radeon-rx-9070-xt-16-gb-video-card-rx-97trgbbw9,3100 MHz,3,Radeon RX 9070 XT,White,3 Fans,1870 MHz,,20000 MHz,3 x PCIe 8-pin,FreeSync,,,PCIe x16,360 mm,XFX,16 GB,GDDR6,RX-97TRGBBW9,,304 W,4,,,
,https://pcpartpicker.com/product/tVWJ7P/zotac-gaming-twin-edge-oc-geforce-rtx-4060-ti-8-gb-video-card-zt-d40610q-10m,2565 MHz,2,GeForce RTX 4060 Ti,White,2 Fans,2310 MHz,,18000 MHz,1 x PCIe 8-pin,G-Sync,,,PCIe x16,226 mm,Zotac,8 GB,GDDR6,ZT-D40610Q-10M,,160 W,3,,,
,https://pcpartpicker.com/product/qpzXsY/asus-dual-oc-geforce-rtx-4060-8-gb-video-card-dual-rtx4060-o8g-white,2535 MHz,2,GeForce RTX 4060,White,2 Fans,1830 MHz,,,1 x PCIe 8-pin,G-Sync,,,PCIe x16,227 mm,Asus,8 GB,GDDR6,DUAL-RTX4060-O8G-WHITE; 90YV0JC2-M0NA00,,115 W,3,,,
,https://pcpartpicker.com/product/F3fnTW/sapphire-nitro-radeon-rx-7900-xtx-24-gb-video-card-11322-01-20g,2680 MHz,3,Radeon RX 7900 XTX,Silver / Black,3 Fans,2300 MHz,,,3 x PCIe 8-pin,FreeSync,,,PCIe x16,320 mm,Sapphire,24 GB,GDDR6,11322-01-20G; 11322-01-40G,,420 W,4,,,
,https://pcpartpicker.com/product/kgLp99/sparkle-titan-luna-oc-arc-b580-12-gb-video-card-sb580tw-12goc,2740 MHz,2,Arc B580,White,3 Fans,2670 MHz,,,1 x PCIe 8-pin,None,,,PCIe x16,315 mm,Sparkle,12 GB,GDDR6,SB580TW-12GOC; 1A1-S00428700G,,200 W,3,,,
,https://pcpartpicker.com/product/WMgrxr/xfx-speedster-swft-319-core-radeon-rx-6800-16-gb-video-card-rx-68xlaqfde,2105 MHz,2,Radeon RX 6800,Black,3 Fans,1700 MHz,,,2 x PCIe 8-pin,FreeSync,,,PCIe x16,340 mm,XFX,16 GB,GDDR6,RX-68XLAQFDE,,250 W,3,,,
,https://pcpartpicker.com/product/8wDQzy/asrock-challenger-oc-radeon-rx-7700-xt-12-gb-video-card-rx7700xt-cl-12go,2584 MHz,2,Radeon RX 7700 XT,Black,2 Fans,1700 MHz,,,2 x PCIe 8-pin,FreeSync,,,PCIe x16,266 mm,ASRock,12 GB,GDDR6,RX7700XT CL 12GO; 90-GA4QZZ-00UANF,,245 W,3,,,
,https://pcpartpicker.com/product/WGG2FT/asus-rog-astral-oc-geforce-rtx-5090-32-gb-video-card-rog-astral-rtx5090-o32g-gaming,2610 MHz,2,GeForce RTX 5090,Black / Silver,3 Fans,2010 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,358 mm,Asus,32 GB,GDDR7,rog-astral-rtx5090-o32g-gaming; 90YV0LW0-M0NA00,,575 W,4,,,
,https://pcpartpicker.com/product/FZJBD3/asrock-taichi-oc-radeon-rx-9070-xt-16-gb-video-card-rx9070xt-tc-16go,3100 MHz,3,Radeon RX 9070 XT,Black,3 Fans,2570 MHz,,,1 x PCIe 16-pin 12VHPWR,FreeSync,,,PCIe x16,330 mm,ASRock,16 GB,GDDR6,RX9070XT TC 16GO; 90-GA5HZZ-00UANF,,304 W,3,,,
,https://pcpartpicker.com/product/jcYfrH/msi-ventus-3x-oc-geforce-rtx-5090-32-gb-video-card-geforce-rtx-5090-32g-ventus-3x-oc,,3,GeForce RTX 5090,Silver / Black,3 Fans,2010 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,325 mm,MSI,32 GB,GDDR7,GeForce RTX 5090 32G VENTUS 3X OC; RTX 5090 32G VENTUS 3X OC; G5090-32V3C; V530-060R,,575 W,4,,,
,https://pcpartpicker.com/product/qpzXsY/asus-dual-oc-geforce-rtx-4060-8-gb-video-card-dual-rtx4060-o8g-white,2535 MHz,2,GeForce RTX 4060,White,2 Fans,1830 MHz,,,1 x PCIe 8-pin,G-Sync,,,PCIe x16,227 mm,Asus,8 GB,GDDR6,DUAL-RTX4060-O8G-WHITE; 90YV0JC2-M0NA00,,115 W,3,,,
,https://pcpartpicker.com/product/ZQPv6h/sapphire-nitro-radeon-rx-9070-xt-16-gb-video-card-11348-01-20g,3060 MHz,3,Radeon RX 9070 XT,Black,3 Fans,2520 MHz,,,1 x PCIe 16-pin 12VHPWR,FreeSync,2,,PCIe x16,331 mm,Sapphire,16 GB,GDDR6,11348-01-20G,,330 W,4,,,
,https://pcpartpicker.com/product/KJVfrH/asus-prime-oc-geforce-rtx-5080-16-gb-video-card-prime-rtx5080-o16g,,2,GeForce RTX 5080,Black / White,3 Fans,2300 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,306 mm,Asus,16 GB,GDDR7,PRIME-RTX5080-O16G; 90YV0LX0-M0NA00,,360 W,3,,,
,https://pcpartpicker.com/product/9ksV3C/asus-tuf-gaming-oc-geforce-rtx-4070-ti-super-16-gb-video-card-tuf-rtx4070tis-o16g-gaming,2670 MHz,2,GeForce RTX 4070 Ti SUPER,Black,3 Fans,2340 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,305 mm,Asus,16 GB,GDDR6X,tuf-rtx4070tis-o16g-gaming; 90YV0KF0-M0AA00; 90YV0KF0-M0NA00,,285 W,4,,,
,https://pcpartpicker.com/product/HYM48d/gigabyte-aorus-master-geforce-rtx-4090-24-gb-video-card-gv-n4090aorus-m-24gd,,2,GeForce RTX 4090,Black,3 Fans,2235 MHz,,21000 MHz,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,358 mm,Gigabyte,24 GB,GDDR6X,GV-N4090AORUS M-24GD,,450 W,4,,,
,https://pcpartpicker.com/product/cNJgXL/gigabyte-gaming-oc-radeon-rx-7900-xtx-24-gb-video-card-gv-r79xtxgaming-oc-24gd,2525 MHz,2,Radeon RX 7900 XTX,Black,3 Fans,2300 MHz,,,2 x PCIe 8-pin,FreeSync,,,PCIe x16,331 mm,Gigabyte,24 GB,GDDR6,GV-R79XTXGAMING OC-24GD,,355 W,3,,,
,https://pcpartpicker.com/product/BJ26Mp/gigabyte-windforce-2x-oc-geforce-rtx-4070-12-gb-video-card-gv-n4070wf2oc-12gd,2490 MHz,2,GeForce RTX 4070,Black / Silver,2 Fans,2475 MHz,,,1 x PCIe 8-pin,G-Sync,,,PCIe x16,201 mm,Gigabyte,12 GB,GDDR6X,GV-N4070WF2OC-12GD,,200 W,3,,,
,https://pcpartpicker.com/product/h7RnTW/gigabyte-gaming-oc-radeon-rx-9070-xt-16-gb-video-card-gv-r9070xtgaming-oc-16gd,3060 MHz,2,Radeon RX 9070 XT,Black,3 Fans,2520 MHz,,,3 x PCIe 8-pin,FreeSync,,,PCIe x16,288 mm,Gigabyte,16 GB,GDDR6,GV-R9070XTGAMING OC-16GD,,304 W,3,,,
,https://pcpartpicker.com/product/MQwmP6/xfx-speedster-merc-319-black-radeon-rx-7800-xt-16-gb-video-card-rx-78tmercb9,2565 MHz,2,Radeon RX 7800 XT,Black / Silver,3 Fans,1295 MHz,,,2 x PCIe 8-pin,FreeSync,,,PCIe x16,326 mm,XFX,16 GB,GDDR6,RX-78TMERCB9,,263 W,3,,,
,https://pcpartpicker.com/product/WscBD3/asrock-steel-legend-oc-arc-b580-12-gb-video-card-b580-sl-12go,2800 MHz,2,Arc B580,White / Gray,3 Fans,2670 MHz,,,2 x PCIe 8-pin,None,,,PCIe x16,298 mm,ASRock,12 GB,GDDR6,B580 SL 12GO; 90-GA5CZZ-00UANF,,190 W,3,,,
,https://pcpartpicker.com/product/zcqNnQ/msi-ventus-3x-oc-geforce-rtx-5070-ti-16-gb-video-card-geforce-rtx-5070-ti-16g-ventus-3x-oc,2497 MHz,2,GeForce RTX 5070 Ti,Silver / Black,3 Fans,2300 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,303 mm,MSI,16 GB,GDDR7,GeForce RTX 5070 Ti 16G VENTUS 3X OC; G507T-16V3C; RTX 5070 Ti 16G VENTUS 3X OC; V531-092R; 912-V531-083,,300 W,3,,,
,https://pcpartpicker.com/product/FfHp99/asus-rog-astral-oc-geforce-rtx-5080-16-gb-video-card-rog-astral-rtx5080-o16g-gaming,,2,GeForce RTX 5080,Black / Silver,3 Fans,2300 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,358 mm,Asus,16 GB,GDDR7,rog-astral-rtx5080-o16g-gaming; 90YV0LV0-M0NA00,,360 W,4,,,
,https://pcpartpicker.com/product/FfHp99/asus-rog-astral-oc-geforce-rtx-5080-16-gb-video-card-rog-astral-rtx5080-o16g-gaming,,2,GeForce RTX 5080,Black / Silver,3 Fans,2300 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,358 mm,Asus,16 GB,GDDR7,rog-astral-rtx5080-o16g-gaming; 90YV0LV0-M0NA00,,360 W,4,,,
,https://pcpartpicker.com/product/v2qPxr/asrock-phantom-gaming-oc-radeon-rx-7900-xt-20-gb-video-card-rx7900xt-pg-20go,2450 MHz,2,Radeon RX 7900 XT,Black,3 Fans,2000 MHz,,,2 x PCIe 8-pin,FreeSync,,,PCIe x16,330 mm,ASRock,20 GB,GDDR6,RX7900XT PG 20GO; 90-GA3XZZ-00UANF,,300 W,3,,,
,https://pcpartpicker.com/product/mn7MnQ/pny-epic-x-rgb-oc-geforce-rtx-5090-32-gb-video-card-vcg509032tfxxpb1-o,2625 MHz,3,GeForce RTX 5090,Black,3 Fans,2010 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,329 mm,PNY,32 GB,GDDR7,VCG509032TFXXPB1-O,,600 W,4,,,
,https://pcpartpicker.com/product/LKn9TW/msi-ventus-2x-oc-geforce-rtx-4060-8-gb-video-card-rtx-4060-ventus-2x-white-8g-oc,2505 MHz,2,GeForce RTX 4060,White / Silver,2 Fans,1830 MHz,,,1 x PCIe 8-pin,G-Sync,,,PCIe x16,199 mm,MSI,8 GB,GDDR6,RTX 4060 VENTUS 2X WHITE 8G OC; GeForce RTX 4060 VENTUS 2X WHITE 8G OC; 912-V516-032; V516-030R,,115 W,2,,,
,https://pcpartpicker.com/product/ph3WGX/xfx-mercury-oc-magnetic-air-rgb-v2-radeon-rx-9070-xt-16-gb-video-card-rx-97tmargba,3100 MHz,3,Radeon RX 9070 XT,Black,3 Fans,1870 MHz,,20000 MHz,3 x PCIe 8-pin,FreeSync,,,PCIe x16,360 mm,XFX,16 GB,GDDR6,RX-97TMARGBA,,304 W,4,,,
,https://pcpartpicker.com/product/QHDQzy/nvidia-founders-edition-geforce-rtx-4070-super-12-gb-video-card-900-1g141-2534-000,2480 MHz,2,GeForce RTX 4070 SUPER,Black / Silver,2 Fans,1980 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,244 mm,NVIDIA,12 GB,GDDR6X,900-1G141-2534-000,,220 W,2,,,
,https://pcpartpicker.com/product/sCn9TW/sapphire-nitro-radeon-rx-7900-gre-16-gb-video-card-11325-02-20g,2391 MHz,3,Radeon RX 7900 GRE,Black,3 Fans,1270 MHz,,18000 MHz,2 x PCIe 8-pin,FreeSync,,,PCIe x16,320 mm,Sapphire,16 GB,GDDR6,11325-02-20G; 11325-05-20G,,295 W,3,,,
,https://pcpartpicker.com/product/ZTkgXL/msi-geforce-rtx-3080-10-gb-ventus-3x-oc-video-card-rtx-3080-ventus-3x-10g-oc,,2,GeForce RTX 3080 10GB,Black,3 Fans,1440 MHz,3,,2 x PCIe 8-pin,G-Sync,1,,PCIe x16,305 mm,MSI,10 GB,GDDR6X,RTX 3080 VENTUS 3X 10G OC; GeForce RTX 3080 VENTUS 3X 10G OC,,320 W,3,,,
,https://pcpartpicker.com/product/w8hFf7/gigabyte-gaming-oc-radeon-rx-7900-xt-20-gb-video-card-gv-r79xtgaming-oc-20gd,2535 MHz,2,Radeon RX 7900 XT,Black,3 Fans,2000 MHz,,,2 x PCIe 8-pin,FreeSync,,,PCIe x16,331 mm,Gigabyte,20 GB,GDDR6,GV-R79XTGAMING OC-20GD,,300 W,3,,,
,https://pcpartpicker.com/product/2xHp99/asus-prime-oc-radeon-rx-9070-16-gb-video-card-prime-rx9070-o16g,2610 MHz,2,Radeon RX 9070,Black,3 Fans,2120 MHz,,,2 x PCIe 8-pin,FreeSync,,,PCIe x16,312 mm,Asus,16 GB,GDDR6,prime-rx9070-o16g; 90YV0LI1-M0NA00,,220 W,3,,,
,https://pcpartpicker.com/product/BCGbt6/nvidia-founders-edition-geforce-rtx-4090-24-gb-video-card-900-1g136-2530-000,2520 MHz,3,GeForce RTX 4090,Black / Silver,2 Fans,2230 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,304 mm,NVIDIA,24 GB,GDDR6X,900-1G136-2530-000,,450 W,3,,,
,https://pcpartpicker.com/product/mHpQzy/gigabyte-gaming-oc-radeon-rx-7800-xt-16-gb-video-card-gv-r78xtgaming-oc-16gd,2565 MHz,2,Radeon RX 7800 XT,Black,3 Fans,1295 MHz,,,2 x PCIe 8-pin,FreeSync,,,PCIe x16,302 mm,Gigabyte,16 GB,GDDR6,GV-R78XTGAMING OC-16GD,,263 W,3,,,
,https://pcpartpicker.com/product/ZLwmP6/gigabyte-aero-oc-geforce-rtx-4060-ti-16-gb-video-card-gv-n406taero-oc-16gd,2595 MHz,2,GeForce RTX 4060 Ti,White / Silver,3 Fans,2310 MHz,,,1 x PCIe 8-pin,G-Sync,,,PCIe x16,281 mm,Gigabyte,16 GB,GDDR6,GV-N406TAERO OC-16GD,,165 W,3,,,
,https://pcpartpicker.com/product/BMgrxr/pny-verto-oc-geforce-rtx-4080-super-16-gb-video-card-vcg4080s16tfxpb1-o,2565 MHz,3,GeForce RTX 4080 SUPER,Black,3 Fans,2210 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,340 mm,PNY,16 GB,GDDR6X,VCG4080S16TFXPB1-O,,320 W,3,,,
,https://pcpartpicker.com/product/tzRwrH/gigabyte-gaming-oc-geforce-rtx-4070-super-12-gb-video-card-gv-n407sgaming-oc-12gd,2565 MHz,2,GeForce RTX 4070 SUPER,Black,3 Fans,1980 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,300 mm,Gigabyte,12 GB,GDDR6X,GV-N407SGAMING OC-12GD,,220 W,3,,,
,https://pcpartpicker.com/product/rxG2FT/asus-tuf-gaming-geforce-rtx-5090-32-gb-video-card-tuf-rtx5090-32g-gaming,,2,GeForce RTX 5090,Black / Silver,3 Fans,2010 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,348 mm,Asus,32 GB,GDDR7,TUF-RTX5090-32G-GAMING; 90YV0LY1-M0NA00,,575 W,4,,,
,https://pcpartpicker.com/product/LLpQzy/xfx-speedster-qick-319-black-radeon-rx-7700-xt-12-gb-video-card-rx-77tqickb9,2599 MHz,2,Radeon RX 7700 XT,Black,3 Fans,1700 MHz,,,2 x PCIe 8-pin,FreeSync,,,PCIe x16,335 mm,XFX,12 GB,GDDR6,RX-77TQICKB9,,245 W,3,,,
,https://pcpartpicker.com/product/mHpQzy/gigabyte-gaming-oc-radeon-rx-7800-xt-16-gb-video-card-gv-r78xtgaming-oc-16gd,2565 MHz,2,Radeon RX 7800 XT,Black,3 Fans,1295 MHz,,,2 x PCIe 8-pin,FreeSync,,,PCIe x16,302 mm,Gigabyte,16 GB,GDDR6,GV-R78XTGAMING OC-16GD,,263 W,3,,,
,https://pcpartpicker.com/product/8fx9TW/gigabyte-geforce-gtx-1050-ti-4gb-video-card-gv-n105td5-4gd,1430 MHz,2,GeForce GTX 1050 Ti,Black / Orange,1 Fan,1290 MHz,1,7008 MHz,None,G-Sync,1,,PCIe x16,172 mm,Gigabyte,4 GB,GDDR5,GV-N105TD5-4GD,,75 W,2,,,
,https://pcpartpicker.com/product/ZKWzK8/asus-rog-strix-gaming-oc-geforce-rtx-4090-24-gb-video-card-rog-strix-rtx4090-o24g-gaming,2640 MHz,2,GeForce RTX 4090,Black,3 Fans,2235 MHz,,21000 MHz,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,358 mm,Asus,24 GB,GDDR6X,ROG-STRIX-RTX4090-O24G-GAMING; 90YV0ID0-M0NA00; 90YV0ID0-M0AA00,,450 W,4,,,
,https://pcpartpicker.com/product/MsWfrH/xfx-gts-xxx-radeon-rx-580-8-gb-video-card-rx-580p8dfd6,1386 MHz,2,Radeon RX 580,Black / Red,2 Fans,1366 MHz,3,8100 MHz,1 x PCIe 8-pin,FreeSync,1,,PCIe x16,270 mm,XFX,8 GB,GDDR5,RX-580P8DFD6,4-way CrossFire Capable; 3-way CrossFire Capable; 2-way CrossFire Capable,185 W,2,,,
,https://pcpartpicker.com/product/6XPv6h/msi-vanguard-soc-launch-edition-geforce-rtx-5090-32-gb-video-card-geforce-rtx-5090-32g-vanguard-soc-launch-edition,,2,GeForce RTX 5090,Black / Silver,3 Fans,2010 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,357 mm,MSI,32 GB,GDDR7,GeForce RTX 5090 32G VANGUARD SOC LAUNCH EDITION; G5090-32VGSL; RTX 5090 32G VANGUARD SOC LAUNCH EDITION; GeForce RTX 5090 32G VANGUARD SOC LE; RTX 5090 32G VANGUARD SOC LAUNCH,,575 W,4,,,
,https://pcpartpicker.com/product/Gy7scf/zotac-gaming-trinity-geforce-rtx-4080-super-16-gb-video-card-zt-d40820d-10p,2550 MHz,2,GeForce RTX 4080 SUPER,Black,3 Fans,2210 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,307 mm,Zotac,16 GB,GDDR6X,ZT-D40820D-10P,,320 W,3,,,
,https://pcpartpicker.com/product/gTHp99/asus-tuf-gaming-oc-geforce-rtx-5080-16-gb-video-card-tuf-rtx5080-o16g-gaming,,2,GeForce RTX 5080,Black / Silver,3 Fans,2300 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,348 mm,Asus,16 GB,GDDR7,TUF-RTX5080-O16G-GAMING; 90YV0M30-M0NA00,,360 W,4,,,
