component_type,component_name,component_link,CAS_Latency,Color,ECC_Registered,First_Word_Latency,Form_Factor,Heat_Spreader,Inferred_,Manufacturer,Modules,Part_#_#,Price_GB,Speed,Timing,Voltage
,TEAMGROUP Night Hawk RGB 16 GB (2 x 8 GB) DDR4-3000 CL16,https://pcpartpicker.com/product/Gz4NnQ/team-night-hawk-rgb-16gb-2-x-8gb-ddr4-3000-memory-tf1d416g3000hc16cdc01,16,Black,Non-ECC / Unbuffered,10.667 ns,288-pin DIMM (DDR4),Yes,,TEAMGROUP,2 x 8GB,TF1D416G3000HC16CDC01,,DDR4-3000,16-18-18-38,1.35 V
,Corsair Dominator Titanium 64 GB (2 x 32 GB) DDR5-6600 CL32,https://pcpartpicker.com/product/bWKscf/corsair-dominator-titanium-64-gb-2-x-32-gb-ddr5-6600-cl32-memory-cmp64gx5m2x6600c32w,32,White,Non-ECC / Unbuffered,9.697 ns,288-pin DIMM (DDR5),Yes,,Corsair,2 x 32GB,CMP64GX5M2X6600C32W,$4.48 ,DDR5-6600,32-39-39-76,1.4 V
,G.Skill Ripjaws M5 RGB 96 GB (2 x 48 GB) DDR5-6400 CL32,https://pcpartpicker.com/product/kJcgXL/gskill-ripjaws-m5-rgb-96-gb-2-x-48-gb-ddr5-6400-cl32-memory-f5-6400j3239f48gx2-rm5rw,32,White,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR5),Yes,,G.Skill,2 x 48GB,F5-6400J3239F48GX2-RM5RW,$3.02 ,DDR5-6400,32-39-39-102,1.35 V
,Corsair Vengeance RGB Pro SL 32 GB (2 x 16 GB) DDR4-3600 CL18,https://pcpartpicker.com/product/bjjNnQ/corsair-vengeance-rgb-pro-sl-32-gb-2-x-16-gb-ddr4-3600-cl18-memory-cmh32gx4m2d3600c18w,18,White / Black,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR4),Yes,,Corsair,2 x 16GB,CMH32GX4M2D3600C18W,$2.19 ,DDR4-3600,18-22-22-42,1.35 V
,G.Skill Ripjaws S5 32 GB (2 x 16 GB) DDR5-5600 CL28,https://pcpartpicker.com/product/4bPQzy/gskill-ripjaws-s5-32-gb-2-x-16-gb-ddr5-5600-cl28-memory-f5-5600j2834f16gx2-rs5k,28,Black,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR5),Yes,,G.Skill,2 x 16GB,F5-5600J2834F16GX2-RS5K,$3.13 ,DDR5-5600,28-34-34-89,1.35 V
,G.Skill Trident Z5 Neo RGB 32 GB (2 x 16 GB) DDR5-6000 CL36,https://pcpartpicker.com/product/PBM48d/gskill-trident-z5-neo-rgb-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-f5-6000j3636f16gx2-tz5nr,36,Black,Non-ECC / Unbuffered,12 ns,288-pin DIMM (DDR5),No,,G.Skill,2 x 16GB,F5-6000J3636F16GX2-TZ5NR,$2.97 ,DDR5-6000,36-36-36-96,1.35 V
,Corsair Vengeance RGB Pro SL 32 GB (2 x 16 GB) DDR4-3600 CL18,https://pcpartpicker.com/product/bjjNnQ/corsair-vengeance-rgb-pro-sl-32-gb-2-x-16-gb-ddr4-3600-cl18-memory-cmh32gx4m2d3600c18w,18,White / Black,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR4),Yes,,Corsair,2 x 16GB,CMH32GX4M2D3600C18W,$2.19 ,DDR4-3600,18-22-22-42,1.35 V
,Corsair Dominator Titanium First Edition 48 GB (2 x 24 GB) DDR5-7200 CL36,https://pcpartpicker.com/product/NJNYcf/corsair-dominator-titanium-first-edition-48-gb-2-x-24-gb-ddr5-7200-cl36-memory-cmp48gx5m2x7200c36few,36,White,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR5),Yes,,Corsair,2 x 24GB,CMP48GX5M2X7200C36FEW,,DDR5-7200,36-46-46-116,1.4 V
,G.Skill Trident Z5 Royal Neo RGB 32 GB (2 x 16 GB) DDR5-6000 CL28,https://pcpartpicker.com/product/v9bRsY/gskill-trident-z5-royal-neo-rgb-32-gb-2-x-16-gb-ddr5-6000-cl28-memory-f5-6000j2836g16gx2-tr5ng,28,Gold,Non-ECC / Unbuffered,9.333 ns,288-pin DIMM (DDR5),Yes,,G.Skill,2 x 16GB,F5-6000J2836G16GX2-TR5NG,$5.47 ,DDR5-6000,28-36-36-96,1.4 V
,G.Skill Trident Z5 Neo RGB 32 GB (2 x 16 GB) DDR5-6400 CL32,https://pcpartpicker.com/product/GKn9TW/gskill-trident-z5-neo-rgb-32-gb-2-x-16-gb-ddr5-6400-cl32-memory-f5-6400j3239g16gx2-tz5nr,32,,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR5),Yes,,G.Skill,2 x 16GB,F5-6400J3239G16GX2-TZ5NR,$3.91 ,DDR5-6400,32-39-39-102,1.4 V
,Silicon Power XPOWER Pulse Gaming 32 GB (2 x 16 GB) DDR5-6000 CL36,https://pcpartpicker.com/product/CZwD4D/silicon-power-xpower-pulse-gaming-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-sp032gxlwu60cfdj,36,Black,Non-ECC / Unbuffered,12 ns,288-pin DIMM (DDR5),Yes,,Silicon Power,2 x 16GB,SP032GXLWU60CFDJ; SU032GXLWU60CFDJSN; SU032GXLWU60CFDJBH,$2.50 ,DDR5-6000,36-36-36-96,1.35 V
,Corsair Vengeance RGB Pro 32 GB (4 x 8 GB) DDR4-3200 CL14,https://pcpartpicker.com/product/gGNv6h/corsair-vengeance-rgb-pro-32gb-4-x-8gb-ddr4-3200-memory-cmw32gx4m4c3200c14,14,Black,Non-ECC / Unbuffered,8.75 ns,288-pin DIMM (DDR4),Yes,,Corsair,4 x 8GB,CMW32GX4M4C3200C14,$18.47 ,DDR4-3200,14-14-14-34,1.35 V
,Crucial Ballistix 32 GB (2 x 16 GB) DDR4-3600 CL16,https://pcpartpicker.com/product/9y848d/crucial-ballistix-32-gb-2-x-16-gb-ddr4-3600-memory-bl2k16g36c16u4w,16,White,Non-ECC / Unbuffered,8.889 ns,288-pin DIMM (DDR4),Yes,,Crucial,2 x 16GB,BL2K16G36C16U4W,,DDR4-3600,,1.35 V
,Corsair Vengeance RGB 96 GB (4 x 24 GB) DDR5-6000 CL30,https://pcpartpicker.com/product/vcBzK8/corsair-vengeance-rgb-96-gb-4-x-24-gb-ddr5-6000-cl30-memory-cmh96gx5m4b6000c30,30,Black,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR5),Yes,,Corsair,4 x 24GB,CMH96GX5M4B6000C30,$3.96 ,DDR5-6000,30-36-36-76,1.4 V
,G.Skill Ripjaws V 32 GB (2 x 16 GB) DDR4-4000 CL18,https://pcpartpicker.com/product/dqbTwP/gskill-ripjaws-v-32-gb-2-x-16-gb-ddr4-4000-cl18-memory-f4-4000c18d-32gvk,18,Black,Non-ECC / Unbuffered,9 ns,288-pin DIMM (DDR4),Yes,,G.Skill,2 x 16GB,F4-4000C18D-32GVK,$2.19 ,DDR4-4000,18-22-22-42,1.4 V
,G.Skill Flare X5 96 GB (2 x 48 GB) DDR5-6000 CL30,https://pcpartpicker.com/product/6wzp99/gskill-flare-x5-96-gb-2-x-48-gb-ddr5-6000-cl30-memory-f5-6000j3036f48gx2-fx5,30,Black,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR5),Yes,,G.Skill,2 x 48GB,F5-6000J3036F48GX2-FX5,$3.13 ,DDR5-6000,30-36-36-96,1.35 V
,Silicon Power GAMING 16 GB (2 x 8 GB) DDR4-3600 CL18,https://pcpartpicker.com/product/YmDQzy/silicon-power-gaming-16-gb-2-x-8-gb-ddr4-3600-cl18-memory-sp016gxlzu360bdaj5,18,Gray / Silver,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR4),Yes,,Silicon Power,2 x 8GB,SP016GXLZU360BDAJ5,$1.75 ,DDR4-3600,18-22-22-42,1.35 V
,Timetec PINNACLE Konduit 32 GB (2 x 16 GB) DDR4-3200 CL16,https://pcpartpicker.com/product/67XV3C/timetec-pinnacle-konduit-32-gb-2-x-16-gb-ddr4-3200-cl16-memory-pkmd4u32c16cnhw16gk2,16,White,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR4),Yes,,Timetec,2 x 16GB,PKMD4U32C16CNHW16GK2,$1.38 ,DDR4-3200,16-18-18-38,1.35 V
,Corsair Vengeance RGB Pro 64 GB (4 x 16 GB) DDR4-3600 CL18,https://pcpartpicker.com/product/X7xbt6/corsair-vengeance-rgb-pro-64-gb-4-x-16-gb-ddr4-3600-cl18-memory-cmw64gx4m4d3600c18,18,Black,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR4),Yes,,Corsair,4 x 16GB,CMW64GX4M4D3600C18,$2.66 ,DDR4-3600,18-22-22-42,1.35 V
,Corsair Dominator Platinum RGB 32 GB (2 x 16 GB) DDR5-5600 CL36,https://pcpartpicker.com/product/LfzhP6/corsair-dominator-platinum-rgb-32-gb-2-x-16-gb-ddr5-5600-cl36-memory-cmt32gx5m2b5600c36,36,Black,Non-ECC / Unbuffered,12.857 ns,288-pin DIMM (DDR5),Yes,,Corsair,2 x 16GB,CMT32GX5M2B5600C36,,DDR5-5600,36-36-36-76,1.25 V
,TEAMGROUP T-Create Expert 96 GB (2 x 48 GB) DDR5-6800 CL36,https://pcpartpicker.com/product/tt3NnQ/teamgroup-t-create-expert-96-gb-2-x-48-gb-ddr5-6800-cl36-memory-ctced596g6800hc36ddc01,36,Black,Non-ECC / Unbuffered,10.588 ns,288-pin DIMM (DDR5),Yes,,TEAMGROUP,2 x 48GB,CTCED596G6800HC36DDC01,$3.40 ,DDR5-6800,36-46-46-84,1.4 V
,Corsair Vengeance RGB Pro SL 32 GB (2 x 16 GB) DDR4-3600 CL18,https://pcpartpicker.com/product/bjjNnQ/corsair-vengeance-rgb-pro-sl-32-gb-2-x-16-gb-ddr4-3600-cl18-memory-cmh32gx4m2d3600c18w,18,White / Black,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR4),Yes,,Corsair,2 x 16GB,CMH32GX4M2D3600C18W,$2.19 ,DDR4-3600,18-22-22-42,1.35 V
,PNY XLR8 Gaming MAKO RGB 32 GB (2 x 16 GB) DDR5-6400 CL40,https://pcpartpicker.com/product/HcpQzy/pny-xlr8-gaming-mako-rgb-32-gb-2-x-16-gb-ddr5-6400-cl40-memory-md32gk2d5640040mxrgb,40,Black,Non-ECC / Unbuffered,12.5 ns,288-pin DIMM (DDR5),Yes,,PNY,2 x 16GB,MD32GK2D5640040MXRGB,$4.05 ,DDR5-6400,,1.4 V
,G.Skill Ripjaws V 16 GB (2 x 8 GB) DDR4-3000 CL15,https://pcpartpicker.com/product/LhgPxr/gskill-memory-f43000c15d16gvrb,15,Black / Red,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR4),Yes,,G.Skill,2 x 8GB,F4-3000C15D-16GVRB,,DDR4-3000,,1.35 V
,Corsair Vengeance 32 GB (2 x 16 GB) DDR5-6400 CL32,https://pcpartpicker.com/product/g2FmP6/corsair-vengeance-32-gb-2-x-16-gb-ddr5-6400-cl32-memory-cmk32gx5m2b6400c32,32,Black,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR5),Yes,,Corsair,2 x 16GB,CMK32GX5M2B6400C32,$3.59 ,DDR5-6400,32-40-40-84,1.4 V
,TEAMGROUP T-Create Expert 16 GB (2 x 8 GB) DDR4-3600 CL18,https://pcpartpicker.com/product/LygFf7/teamgroup-t-create-expert-16-gb-2-x-8-gb-ddr4-3600-cl18-memory-ttced416g3600hc18jdc01,18,Gray,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR4),Yes,,TEAMGROUP,2 x 8GB,TTCED416G3600HC18JDC01,$1.94 ,DDR4-3600,18-22-22-42,1.35 V
,Patriot Venom RGB 64 GB (2 x 32 GB) DDR5-6000 CL30,https://pcpartpicker.com/product/9FvD4D/patriot-venom-rgb-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-pvvr564g600c30k,30,Black,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR5),Yes,,Patriot,2 x 32GB,PVVR564G600C30K,$2.97 ,DDR5-6000,30-40-40-76,1.35 V
,Patriot Viper 4 16 GB (2 x 8 GB) DDR4-3200 CL16,https://pcpartpicker.com/product/h8dxFT/patriot-viper-4-16gb-2-x-8gb-ddr4-3200-memory-pv416g320c6k,16,Red / Black,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR4),Yes,,Patriot,2 x 8GB,PV416G320C6K,,DDR4-3200,16-18-18-36,1.35 V
,ADATA XPG Lancer Blade RGB 16 GB (1 x 16 GB) DDR5-6000 CL30,https://pcpartpicker.com/product/9TV2FT/adata-xpg-lancer-blade-rgb-16-gb-1-x-16-gb-ddr5-6000-cl30-memory-ax5u6000c3016g-slabrwh,30,White,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR5),Yes,,ADATA,1 x 16GB,AX5U6000C3016G-SLABRWH,,DDR5-6000,,1.35 V
,Corsair Vengeance LPX 16 GB (2 x 8 GB) DDR4-2133 CL13,https://pcpartpicker.com/product/PL2rxr/corsair-memory-cmk16gx4m2a2133c13,13,Black / Yellow,Non-ECC / Unbuffered,12.189 ns,288-pin DIMM (DDR4),Yes,,Corsair,2 x 8GB,CMK16GX4M2A2133C13,$2.37 ,DDR4-2133,13-15-15-28,1.2 V
,"Patriot Intel Extreme Master, Limited Ed 16 GB (2 x 8 GB) DDR3-1600 CL9",https://pcpartpicker.com/product/KQkD4D/patriot-memory-pvi316g160c9k,9,Black / Blue,Non-ECC / Unbuffered,11.25 ns,240-pin DIMM (DDR3),Yes,,Patriot,2 x 8GB,PVI316G160C9K,,DDR3-1600,,1.5 V
,Corsair Vengeance RGB Pro 16 GB (2 x 8 GB) DDR4-3600 CL18,https://pcpartpicker.com/product/zgpmP6/corsair-vengeance-rgb-pro-16-gb-2-x-8-gb-ddr4-3600-memory-cmw16gx4m2d3600c18w,18,White,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR4),Yes,,Corsair,2 x 8GB,CMW16GX4M2D3600C18W,$3.62 ,DDR4-3600,18-22-22-42,1.35 V
,G.Skill Aegis 32 GB (4 x 8 GB) DDR4-3200 CL16,https://pcpartpicker.com/product/xMVG3C/gskill-aegis-64-gb-4-x-16-gb-ddr4-3200-memory-f4-3200c16q-32gis,16,Red / Black,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR4),No,,G.Skill,4 x 8GB,F4-3200C16Q-32GIS,$1.88 ,DDR4-3200,16-18-18-38,1.35 V
,Crucial Pro 32 GB (2 x 16 GB) DDR5-6400 CL38,https://pcpartpicker.com/product/TQjRsY/crucial-pro-32-gb-2-x-16-gb-ddr5-6400-cl38-memory-cp2k16g64c38u5b,38,Black,Non-ECC / Unbuffered,11.875 ns,288-pin DIMM (DDR5),Yes,,Crucial,2 x 16GB,CP2K16G64C38U5B,$3.13 ,DDR5-6400,38-40-40-84,1.35 V
,TEAMGROUP T-Force Delta RGB 64 GB (2 x 32 GB) DDR5-6000 CL38,https://pcpartpicker.com/product/kmP8TW/teamgroup-t-force-delta-rgb-64-gb-2-x-32-gb-ddr5-6000-cl38-memory-ff4d564g6000hc38adc01,38,White,Non-ECC / Unbuffered,12.667 ns,288-pin DIMM (DDR5),Yes,,TEAMGROUP,2 x 32GB,FF4D564G6000HC38ADC01,$2.66 ,DDR5-6000,38-38-38-78,1.35 V
,"Patriot Intel Extreme Master, Limited Ed 16 GB (2 x 8 GB) DDR3-1600 CL9",https://pcpartpicker.com/product/KQkD4D/patriot-memory-pvi316g160c9k,9,Black / Blue,Non-ECC / Unbuffered,11.25 ns,240-pin DIMM (DDR3),Yes,,Patriot,2 x 8GB,PVI316G160C9K,,DDR3-1600,,1.5 V
,Crucial Pro 32 GB (2 x 16 GB) DDR5-5600 CL46,https://pcpartpicker.com/product/3L9wrH/crucial-pro-32-gb-2-x-16-gb-ddr5-5600-cl46-memory-cp2k16g56c46u5,46,Black,Non-ECC / Unbuffered,16.429 ns,288-pin DIMM (DDR5),Yes,,Crucial,2 x 16GB,CP2K16G56C46U5,$2.72 ,DDR5-5600,,1.1 V
,Crucial Pro Overclocking 32 GB (2 x 16 GB) DDR5-6000 CL36,https://pcpartpicker.com/product/QF9wrH/crucial-pro-overclocking-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-cp2k16g60c36u5b,36,Black,Non-ECC / Unbuffered,12 ns,288-pin DIMM (DDR5),Yes,,Crucial,2 x 16GB,CP2K16G60C36U5B,$2.81 ,DDR5-6000,36-38-38-80,1.35 V
,G.Skill Ripjaws M5 Neo RGB 64 GB (2 x 32 GB) DDR5-6000 CL36,https://pcpartpicker.com/product/J9WmP6/gskill-ripjaws-m5-neo-rgb-64-gb-2-x-32-gb-ddr5-6000-cl36-memory-f5-6000j3636f32gx2-rm5nrk,36,Black,Non-ECC / Unbuffered,12 ns,288-pin DIMM (DDR5),Yes,,G.Skill,2 x 32GB,F5-6000J3636F32GX2-RM5NRK,,DDR5-6000,36-36-36-96,1.35 V
,Kingston FURY Beast 16 GB (2 x 8 GB) DDR5-5200 CL40,https://pcpartpicker.com/product/hbJgXL/kingston-fury-beast-16-gb-2-x-8-gb-ddr5-5200-cl40-memory-kf552c40bbk2-16,40,Black,Non-ECC / Unbuffered,15.385 ns,288-pin DIMM (DDR5),Yes,,Kingston,2 x 8GB,KF552C40BBK2-16,$3.37 ,DDR5-5200,,1.25 V
,OLOy MD4U0836180BHKDA 16 GB (2 x 8 GB) DDR4-3600 CL18,https://pcpartpicker.com/product/V8848d/oloy-16-gb-2-x-8-gb-ddr4-3600-cl18-memory-md4u0836180bhkda,18,Black,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR4),Yes,,OLOy,2 x 8GB,MD4U0836180BHKDA,,DDR4-3600,18-20-20-40,1.35 V
,Corsair Vengeance 32 GB (2 x 16 GB) DDR5-6000 CL30,https://pcpartpicker.com/product/sQfxFT/corsair-vengeance-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-cmk32gx5m2b6000z30,30,Black / Silver,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR5),Yes,,Corsair,2 x 16GB,CMK32GX5M2B6000Z30,$3.22 ,DDR5-6000,30-36-36-76,1.4 V
,ADATA XPG Lancer Blade RGB 32 GB (2 x 16 GB) DDR5-6000 CL30,https://pcpartpicker.com/product/Q3dG3C/adata-xpg-lancer-blade-rgb-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-ax5u6000c3016g-dtlabrbk,30,Black,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR5),Yes,,ADATA,2 x 16GB,AX5U6000C3016G-DTLABRBK,$3.12 ,DDR5-6000,,1.35 V
,Corsair Vengeance LPX 16 GB (2 x 8 GB) DDR4-3600 CL18,https://pcpartpicker.com/product/VNJtt6/corsair-16-gb-2-x-8-gb-ddr4-3600-memory-cmk16gx4m2d3600c18,18,Black,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR4),Yes,,Corsair,2 x 8GB,CMK16GX4M2D3600C18,$2.62 ,DDR4-3600,18-22-22-42,1.35 V
,G.Skill Ripjaws V 32 GB (2 x 16 GB) DDR4-3600 CL18,https://pcpartpicker.com/product/nvjNnQ/gskill-ripjaws-v-32-gb-2-x-16-gb-ddr4-3600-memory-f4-3600c18d-32gvk,18,Black,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR4),Yes,,G.Skill,2 x 16GB,F4-3600C18D-32GVK,$1.72 ,DDR4-3600,18-22-22-42,1.35 V
,Klevv CRAS V RGB 32 GB (2 x 16 GB) DDR5-6400 CL32,https://pcpartpicker.com/product/hPvD4D/klevv-cras-v-rgb-32-gb-2-x-16-gb-ddr5-6400-cl32-memory-kd5agua80-64a320g,32,Black,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR5),Yes,,Klevv,2 x 16GB,KD5AGUA80-64A320G,,DDR5-6400,32-38-38-78,1.35 V
,V-Color Prism Pro 16 GB (2 x 8 GB) DDR4-3600 CL18,https://pcpartpicker.com/product/3p6p99/v-color-prism-pro-16-gb-2-x-8-gb-ddr4-3600-cl18-memory-tl8g36818d-e6prkwk,18,Black,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR4),Yes,,V-Color,2 x 8GB,TL8G36818D-E6PRKWK,,DDR4-3600,18-22-22-42,1.35 V
,Klevv CRAS V RGB 32 GB (2 x 16 GB) DDR5-6000 CL30,https://pcpartpicker.com/product/XsMMnQ/klevv-cras-v-rgb-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-kd5agua80-60a300g,30,Black,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR5),Yes,,Klevv,2 x 16GB,KD5AGUA80-60A300G,,DDR5-6000,30-36-36-76,1.35 V
,Kingston HyperX Fury 16 GB (2 x 8 GB) DDR4-2666 CL16,https://pcpartpicker.com/product/7YkgXL/kingston-hyperx-fury-16-gb-2-x-8-gb-ddr4-2666-cl16-memory-hx426c16fb3k216,16,Black,Non-ECC / Unbuffered,12.003 ns,288-pin DIMM (DDR4),Yes,,Kingston,2 x 8GB,HX426C16FB3K2/16,,DDR4-2666,,1.2 V
,SK Hynix HMA81GU6MFR8N-UH 8 GB (1 x 8 GB) DDR4-2400 CL17,https://pcpartpicker.com/product/VRPKHx/sk-hynix-8-gb-1-x-8-gb-ddr4-2400-memory-hma81gu6mfr8n-uh,17,Green / Black,Non-ECC / Unbuffered,14.167 ns,288-pin DIMM (DDR4),No,,SK Hynix,1 x 8GB,HMA81GU6MFR8N-UH,,DDR4-2400,,1.2 V
,G.Skill Trident Z RGB 32 GB (2 x 16 GB) DDR4-3600 CL16,https://pcpartpicker.com/product/jxH8TW/gskill-trident-z-rgb-32-gb-2-x-16-gb-ddr4-3600-memory-f4-3600c16d-32gtzrc,16,Black,Non-ECC / Unbuffered,8.889 ns,288-pin DIMM (DDR4),Yes,,G.Skill,2 x 16GB,F4-3600C16D-32GTZRC,$2.66 ,DDR4-3600,16-19-19-39,1.35 V
,G.Skill Ripjaws V 64 GB (4 x 16 GB) DDR4-3200 CL16,https://pcpartpicker.com/product/7Xbkcf/gskill-memory-f43200c16q64gvk,16,Black,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR4),Yes,,G.Skill,4 x 16GB,F4-3200C16Q-64GVK,$1.64 ,DDR4-3200,,1.35 V
,G.Skill Ripjaws S5 64 GB (2 x 32 GB) DDR5-6400 CL32,https://pcpartpicker.com/product/GMZXsY/gskill-ripjaws-s5-64-gb-2-x-32-gb-ddr5-6400-cl32-memory-f5-6400j3239g32gx2-rs5k,32,Black,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR5),Yes,,G.Skill,2 x 32GB,F5-6400J3239G32GX2-RS5K,$3.36 ,DDR5-6400,32-39-39-102,1.4 V
,Corsair Vengeance RGB 32 GB (2 x 16 GB) DDR5-6000 CL30,https://pcpartpicker.com/product/LWtLrH/corsair-vengeance-rgb-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-cmh32gx5m2b6000c30,30,Black / Gray,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR5),Yes,,Corsair,2 x 16GB,CMH32GX5M2B6000C30,$4.06 ,DDR5-6000,30-36-36-76,1.4 V
,Corsair Vengeance 64 GB (2 x 32 GB) DDR5-6400 CL32,https://pcpartpicker.com/product/pnQKHx/corsair-vengeance-64-gb-2-x-32-gb-ddr5-6400-cl32-memory-cmk64gx5m2b6400c32,32,Black / Gray,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR5),Yes,,Corsair,2 x 32GB,CMK64GX5M2B6400C32,$3.59 ,DDR5-6400,32-40-40-84,1.4 V
,Kingston FURY Beast 64 GB (2 x 32 GB) DDR5-6000 CL30,https://pcpartpicker.com/product/3jFmP6/kingston-fury-beast-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-kf560c30bbek2-64,30,Black,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR5),Yes,,Kingston,2 x 32GB,KF560C30BBEK2-64,$3.13 ,DDR5-6000,,1.4 V
,Crucial Pro 48 GB (2 x 24 GB) DDR5-6000 CL48,https://pcpartpicker.com/product/JP7scf/crucial-pro-48-gb-2-x-24-gb-ddr5-6000-cl48-memory-cp2k24g60c48u5,48,Black,Non-ECC / Unbuffered,16 ns,288-pin DIMM (DDR5),Yes,,Crucial,2 x 24GB,CP2K24G60C48U5,$2.20 ,DDR5-6000,,1.1 V
,TEAMGROUP T-Force Delta RGB 16 GB (2 x 8 GB) DDR4-3600 CL18,https://pcpartpicker.com/product/7Wytt6/team-t-force-delta-rgb-16-gb-2-x-8-gb-ddr4-3600-cl18-memory-tf3d416g3600hc18jdc01,18,Black,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR4),Yes,,TEAMGROUP,2 x 8GB,TF3D416G3600HC18JDC01,$2.50 ,DDR4-3600,18-22-22-42,1.35 V
,Timetec PINNACLE Konduit 16 GB (2 x 8 GB) DDR4-3200 CL16,https://pcpartpicker.com/product/rz7scf/timetec-pinnacle-konduit-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-pkmd4u32c16cnhw8gk2,16,White,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR4),Yes,,Timetec,2 x 8GB,PKMD4U32C16CNHW8GK2,$1.62 ,DDR4-3200,16-18-18-38,1.35 V
,TEAMGROUP T-Force Dark Za 16 GB (2 x 8 GB) DDR4-3600 CL18,https://pcpartpicker.com/product/2Byqqs/team-t-force-dark-za-16-gb-2-x-8-gb-ddr4-3600-memory-tdzad416g3600hc18jdc01,18,Black / Silver,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR4),Yes,,TEAMGROUP,2 x 8GB,TDZAD416G3600HC18JDC01,,DDR4-3600,18-22-22-42,1.35 V
,G.Skill Trident Z5 RGB 32 GB (2 x 16 GB) DDR5-7600 CL36,https://pcpartpicker.com/product/KyJgXL/gskill-trident-z5-rgb-32-gb-2-x-16-gb-ddr5-7600-cl36-memory-f5-7600j3646g16gx2-tz5rk,36,Black,Non-ECC / Unbuffered,9.474 ns,288-pin DIMM (DDR5),Yes,,G.Skill,2 x 16GB,F5-7600J3646G16GX2-TZ5RK,$4.47 ,DDR5-7600,36-46-46-121,1.4 V
,Corsair Vengeance LPX 16 GB (2 x 8 GB) DDR4-3000 CL15,https://pcpartpicker.com/product/MYH48d/corsair-memory-cmk16gx4m2b3000c15,15,Black / Yellow,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR4),Yes,,Corsair,2 x 8GB,CMK16GX4M2B3000C15,$2.56 ,DDR4-3000,15-17-17-35,1.35 V
,Corsair Vengeance RGB 48 GB (2 x 24 GB) DDR5-7600 CL36,https://pcpartpicker.com/product/s83NnQ/corsair-vengeance-rgb-48-gb-2-x-24-gb-ddr5-7600-cl36-memory-cmh48gx5m2x7600c36,36,Black,Non-ECC / Unbuffered,9.474 ns,288-pin DIMM (DDR5),Yes,,Corsair,2 x 24GB,CMH48GX5M2X7600C36,$4.31 ,DDR5-7600,36-46-46-96,1.4 V
,Kingston FURY Beast RGB 64 GB (2 x 32 GB) DDR5-6000 CL30,https://pcpartpicker.com/product/M6Hqqs/kingston-fury-beast-rgb-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-kf560c30bwak2-64,30,White,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR5),Yes,,Kingston,2 x 32GB,KF560C30BWAK2-64,$3.90 ,DDR5-6000,,1.4 V
