component_name,component_link,CAS_Latency,Color,First_Word_Latency,Form_Factor,Heat_Spreader,Manufacturer,Modules,Part__,Price_GB,Speed,Voltage,Speed_MHz,CL,tRCD,tRP,tRAS,ECC_Support,DDR_Type
G.Skill Ripjaws S5 64 Gb (2 X 32 Gb) Ddr5-6000 Cl30,https://pcpartpicker.com/product/QJ3gXL/gskill-ripjaws-s5-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-f5-6000j3040g32gx2-rs5k,30,Black,10,288-pin DIMM (DDR5),TRUE,G.Skill,2 x 32GB,F5-6000J3040G32GX2-RS5K,3,DDR5-6000,1.4,5,30,40,40,96,TRUE,DDR5
Corsair Dominator Platinum Rgb 64 Gb (4 X 16 Gb) Ddr5-6600 Cl32,https://pcpartpicker.com/product/HZLdnQ/corsair-dominator-platinum-rgb-64-gb-4-x-16-gb-ddr5-6600-cl32-memory-cmt64gx5m4b6600c32,32,Black,9.697,288-pin DIMM (DDR5),TRUE,Corsair,4 x 16GB,CMT64GX5M4B6600C32,3,DDR5-6600,1.4,5,32,39,39,76,TRUE,DDR5
Teamgroup T-Create Expert 64 Gb (2 X 32 Gb) Ddr5-6000 Cl34,https://pcpartpicker.com/product/yXyH99/teamgroup-t-create-expert-64-gb-2-x-32-gb-ddr5-6000-cl34-memory-ctced564g6000hc34bdc01,34,Black,11.333,288-pin DIMM (DDR5),TRUE,Teamgroup,2 x 32GB,CTCED564G6000HC34BDC01,3,DDR5-6000,1.3,5,34,44,44,84,TRUE,DDR5
G.Skill Trident Z Rgb 64 Gb (4 X 16 Gb) Ddr4-3600 Cl14,https://pcpartpicker.com/product/ybBhP6/gskill-trident-z-rgb-64-gb-4-x-16-gb-ddr4-3600-cl14-memory-f4-3600c14q-64gtzr,14,Black,7.778,288-pin DIMM (DDR4),TRUE,G.Skill,4 x 16GB,F4-3600C14Q-64GTZR,3,DDR4-3600,1.45,4,14,15,15,35,TRUE,DDR4
Corsair Dominator Platinum 16 Gb (2 X 8 Gb) Ddr4-3000 Cl15,https://pcpartpicker.com/product/bHBrxr/corsair-memory-cmd16gx4m2b3000c15,15,Black / Silver,10,288-pin DIMM (DDR4),TRUE,Corsair,2 x 8GB,CMD16GX4M2B3000C15,3,DDR4-3000,1.35,4,15,17,17,35,TRUE,DDR4
Teamgroup T-Force Vulcan Z 32 Gb (2 X 16 Gb) Ddr4-3200 Cl16,https://pcpartpicker.com/product/bcnypg/team-t-force-vulcan-z-32-gb-2-x-16-gb-ddr4-3200-cl16-memory-tlzgd432g3200hc16fdc01,16,Gray,10,288-pin DIMM (DDR4),TRUE,Teamgroup,2 x 16GB,TLZGD432G3200HC16FDC01,3,DDR4-3200,1.35,4,16,20,20,40,TRUE,DDR4
G.Skill Trident Z5 Rgb 32 Gb (2 X 16 Gb) Ddr5-6400 Cl32,https://pcpartpicker.com/product/mfhv6h/gskill-trident-z5-rgb-32-gb-2-x-16-gb-ddr5-6400-cl32-memory-f5-6400j3239g16gx2-tz5rw,32,White / Black,10,288-pin DIMM (DDR5),TRUE,G.Skill,2 x 16GB,F5-6400J3239G16GX2-TZ5RW,3,DDR5-6400,1.4,5,32,39,39,102,TRUE,DDR5
G.Skill Trident Z5 Neo Rgb 48 Gb (2 X 24 Gb) Ddr5-6400 Cl32,https://pcpartpicker.com/product/DpDQzy/gskill-trident-z5-neo-rgb-48-gb-2-x-24-gb-ddr5-6400-cl32-memory-f5-6400j3239f24gx2-tz5nr,32,Black,10,288-pin DIMM (DDR5),TRUE,G.Skill,2 x 24GB,F5-6400J3239F24GX2-TZ5NR,3,DDR5-6400,1.35,5,32,39,39,102,TRUE,DDR5
Kingston Fury Beast 16 Gb (2 X 8 Gb) Ddr5-6000 Cl30,https://pcpartpicker.com/product/vmsV3C/kingston-fury-beast-16-gb-2-x-8-gb-ddr5-6000-cl30-memory-kf560c30bbek2-16,30,Black,10,288-pin DIMM (DDR5),TRUE,Kingston,2 x 8GB,KF560C30BBEK2-16,3,DDR5-6000,1.4,5,,,,,TRUE,DDR5
Silicon Power Sp016Glltu160N22 16 Gb (2 X 8 Gb) Ddr3-1600 Cl11,https://pcpartpicker.com/product/yvZ9TW/silicon-power-16-gb-2-x-8-gb-ddr3-1600-cl11-memory-sp016glltu160n22,11,Green,13.75,240-pin DIMM (DDR3),FALSE,Silicon Power,2 x 8GB,SP016GLLTU160N22,3,DDR3-1600,1.35,3,,,,,TRUE,DDR3
Corsair Dominator Titanium 96 Gb (2 X 48 Gb) Ddr5-7000 Cl40,https://pcpartpicker.com/product/KXy8TW/corsair-dominator-titanium-96-gb-2-x-48-gb-ddr5-7000-cl40-memory-cmp96gx5m2b7000c40,40,Black,11.429,288-pin DIMM (DDR5),TRUE,Corsair,2 x 48GB,CMP96GX5M2B7000C40,3,DDR5-7000,1.4,5,40,52,52,114,TRUE,DDR5
Corsair Vengeance 32 Gb (2 X 16 Gb) Ddr5-6000 Cl36,https://pcpartpicker.com/product/GpNYcf/corsair-vengeance-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-cmk32gx5m2e6000z36,36,Black,12,288-pin DIMM (DDR5),TRUE,Corsair,2 x 16GB,CMK32GX5M2E6000Z36,3,DDR5-6000,1.4,5,36,44,44,96,TRUE,DDR5
G.Skill Trident Z Rgb 32 Gb (2 X 16 Gb) Ddr4-3200 Cl16,https://pcpartpicker.com/product/dHjJ7P/gskill-trident-z-rgb-32gb-2-x-16gb-ddr4-3200-memory-f4-3200c16d-32gtzrx,16,Black,10,288-pin DIMM (DDR4),TRUE,G.Skill,2 x 16GB,F4-3200C16D-32GTZRX,3,DDR4-3200,1.35,4,16,18,18,38,TRUE,DDR4
Corsair Dominator Titanium 64 Gb (2 X 32 Gb) Ddr5-6000 Cl30,https://pcpartpicker.com/product/8LbRsY/corsair-dominator-titanium-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-cmp64gx5m2b6000c30w,30,White,10,288-pin DIMM (DDR5),TRUE,Corsair,2 x 32GB,CMP64GX5M2B6000C30W,3,DDR5-6000,1.4,5,30,36,36,76,TRUE,DDR5
G.Skill Trident Z5 Royal 96 Gb (2 X 48 Gb) Ddr5-6400 Cl32,https://pcpartpicker.com/product/ntvD4D/gskill-trident-z5-royal-96-gb-2-x-48-gb-ddr5-6400-cl32-memory-f5-6400j3239f48gx2-tr5s,32,Silver,10,288-pin DIMM (DDR5),TRUE,G.Skill,2 x 48GB,F5-6400J3239F48GX2-TR5S,3,DDR5-6400,1.35,5,32,39,39,102,TRUE,DDR5
Patriot Viper 3 16 Gb (2 X 8 Gb) Ddr3-1866 Cl10,https://pcpartpicker.com/product/zsTmP6/patriot-memory-pv316g186c0k,10,Black / Silver,10.718,240-pin DIMM (DDR3),TRUE,Patriot,2 x 8GB,PV316G186C0K,3,DDR3-1866,1.5,3,,,,,TRUE,DDR3
G.Skill Trident Z5 Neo Rgb 32 Gb (2 X 16 Gb) Ddr5-6400 Cl32,https://pcpartpicker.com/product/MRn9TW/gskill-trident-z5-neo-rgb-32-gb-2-x-16-gb-ddr5-6400-cl32-memory-f5-6400j3239g16gx2-tz5nrw,32,Nan,10,288-pin DIMM (DDR5),TRUE,G.Skill,2 x 16GB,F5-6400J3239G16GX2-TZ5NRW,3,DDR5-6400,1.4,5,32,39,39,102,TRUE,DDR5
G.Skill Trident Z Neo 64 Gb (2 X 32 Gb) Ddr4-3200 Cl16,https://pcpartpicker.com/product/BRn8TW/gskill-trident-z-neo-64-gb-2-x-32-gb-ddr4-3200-cl16-memory-f4-3200c16d-64gtzn,16,Black / Silver,10,288-pin DIMM (DDR4),TRUE,G.Skill,2 x 32GB,F4-3200C16D-64GTZN,3,DDR4-3200,1.35,4,16,18,18,38,TRUE,DDR4
Corsair Dominator Platinum Rgb 32 Gb (2 X 16 Gb) Ddr5-5600 Cl36,https://pcpartpicker.com/product/gQH7YJ/corsair-dominator-platinum-rgb-32-gb-2-x-16-gb-ddr5-5600-cl36-memory-cmt32gx5m2b5600c36w,36,White,12.857,288-pin DIMM (DDR5),TRUE,Corsair,2 x 16GB,CMT32GX5M2B5600C36W,3,DDR5-5600,1.3,5,36,36,36,76,TRUE,DDR5
Mushkin Enhanced Redline Stiletto 32 Gb (2 X 16 Gb) Ddr4-3600 Cl16,https://pcpartpicker.com/product/Rdstt6/mushkin-enhanced-redline-stiletto-32-gb-2-x-16-gb-ddr4-3600-cl16-memory-mrf4u360gkkp16gx2,16,Black,8.889,288-pin DIMM (DDR4),TRUE,Mushkin,2 x 16GB,MRF4U360GKKP16GX2,3,DDR4-3600,1.4,4,16,19,19,39,TRUE,DDR4
Corsair Dominator Platinum Rgb 64 Gb (2 X 32 Gb) Ddr5-5600 Cl40,https://pcpartpicker.com/product/XXQcCJ/corsair-dominator-platinum-rgb-64-gb-2-x-32-gb-ddr5-5600-cl40-memory-cmt64gx5m2x5600c40,40,Black,14.286,288-pin DIMM (DDR5),TRUE,Corsair,2 x 32GB,CMT64GX5M2X5600C40,3,DDR5-5600,1.25,5,40,40,40,77,TRUE,DDR5
Kingston Fury Beast Rgb 16 Gb (2 X 8 Gb) Ddr5-6000 Cl36,https://pcpartpicker.com/product/nycgXL/kingston-fury-beast-rgb-16-gb-2-x-8-gb-ddr5-6000-cl36-memory-kf560c36bbeak2-16,36,Black,12,288-pin DIMM (DDR5),TRUE,Kingston,2 x 8GB,KF560C36BBEAK2-16,3,DDR5-6000,1.35,5,,,,,TRUE,DDR5
Teamgroup T-Force Delta Rgb 32 Gb (2 X 16 Gb) Ddr4-3600 Cl18,https://pcpartpicker.com/product/ZRpmP6/team-t-force-delta-rgb-32-gb-2-x-16-gb-ddr4-3600-cl18-memory-tf4d432g3600hc18jdc01,18,White,10,288-pin DIMM (DDR4),TRUE,Teamgroup,2 x 16GB,TF4D432G3600HC18JDC01,3,DDR4-3600,1.35,4,18,22,22,42,TRUE,DDR4
Corsair Vengeance 32 Gb (2 X 16 Gb) Ddr5-6000 Cl28,https://pcpartpicker.com/product/6BsV3C/corsair-vengeance-32-gb-2-x-16-gb-ddr5-6000-cl28-memory-cmk32gx5m2b6000z28,28,Black,9.333,288-pin DIMM (DDR5),TRUE,Corsair,2 x 16GB,CMK32GX5M2B6000Z28,3,DDR5-6000,1.4,5,28,36,36,96,TRUE,DDR5
Corsair Vengeance 32 Gb (2 X 16 Gb) Ddr5-5600 Cl40,https://pcpartpicker.com/product/J2zXsY/corsair-vengeance-32-gb-2-x-16-gb-ddr5-5600-cl40-memory-cmk32gx5m2b5600c40,40,Black / Gray,14.286,288-pin DIMM (DDR5),TRUE,Corsair,2 x 16GB,CMK32GX5M2B5600C40,3,DDR5-5600,1.25,5,40,40,40,77,TRUE,DDR5
Pny Xlr8 32 Gb (2 X 16 Gb) Ddr4-3200 Cl16,https://pcpartpicker.com/product/DMMTwP/pny-xlr8-32-gb-2-x-16-gb-ddr4-3200-memory-md32gk2d4320016xr,16,Black / Red,10,288-pin DIMM (DDR4),TRUE,Pny,2 x 16GB,MD32GK2D4320016XR,3,DDR4-3200,1.35,4,,,,,TRUE,DDR4
Corsair Dominator Platinum Rgb 64 Gb (2 X 32 Gb) Ddr5-6400 Cl32,https://pcpartpicker.com/product/XCzXsY/corsair-dominator-platinum-rgb-64-gb-2-x-32-gb-ddr5-6400-cl32-memory-cmt64gx5m2b6400c32,32,Black,10,288-pin DIMM (DDR5),TRUE,Corsair,2 x 32GB,CMT64GX5M2B6400C32,3,DDR5-6400,1.4,5,32,40,40,84,TRUE,DDR5
Patriot Viper Steel 16 Gb (2 X 8 Gb) Ddr4-3200 Cl16,https://pcpartpicker.com/product/mCHRsY/patriot-viper-steel-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-pvs416g320c6k,16,Silver / Black,10,288-pin DIMM (DDR4),TRUE,Patriot,2 x 8GB,PVS416G320C6K,3,DDR4-3200,1.35,4,16,18,18,36,TRUE,DDR4
Corsair Dominator Titanium 96 Gb (2 X 48 Gb) Ddr5-6400 Cl32,https://pcpartpicker.com/product/B8xxFT/corsair-dominator-titanium-96-gb-2-x-48-gb-ddr5-6400-cl32-memory-cmp96gx5m2b6400c32,32,Black,10,288-pin DIMM (DDR5),TRUE,Corsair,2 x 48GB,CMP96GX5M2B6400C32,3,DDR5-6400,1.4,5,32,40,40,84,TRUE,DDR5
G.Skill Flare X5 32 Gb (2 X 16 Gb) Ddr5-5600 Cl36,https://pcpartpicker.com/product/w2XJ7P/gskill-flare-x5-32-gb-2-x-16-gb-ddr5-5600-cl36-memory-f5-5600j3636c16gx2-fx5,36,Black,12.857,288-pin DIMM (DDR5),FALSE,G.Skill,2 x 16GB,F5-5600J3636C16GX2-FX5,3,DDR5-5600,1.2,5,36,36,36,89,TRUE,DDR5
Teamgroup T-Force Vulcan Eco 32 Gb (2 X 16 Gb) Ddr5-6000 Cl30,https://pcpartpicker.com/product/6QbRsY/teamgroup-t-force-vulcan-eco-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-flesd532g6000hc30dc01,30,Silver,10,288-pin DIMM (DDR5),TRUE,Teamgroup,2 x 16GB,FLESD532G6000HC30DC01,3,DDR5-6000,1.35,5,,,,,TRUE,DDR5
Teamgroup Elite 16 Gb (2 X 8 Gb) Ddr4-2666 Cl19,https://pcpartpicker.com/product/Rk8bt6/teamgroup-elite-16-gb-2-x-8-gb-ddr4-2666-cl19-memory-ted416g2666c19dc01,19,Black,14.254,288-pin DIMM (DDR4),FALSE,Teamgroup,2 x 8GB,TED416G2666C19DC01,3,DDR4-2666,1.2,4,19,19,19,43,TRUE,DDR4
Klevv Cras V Rgb 48 Gb (2 X 24 Gb) Ddr5-8400 Cl40,https://pcpartpicker.com/product/sDbRsY/klevv-cras-v-rgb-48-gb-2-x-24-gb-ddr5-8400-cl40-memory-kd5kgud80-84d400g,40,Black,9.524,288-pin DIMM (DDR5),TRUE,Klevv,2 x 24GB,KD5KGUD80-84D400G,3,DDR5-8400,1.45,5,40,52,52,134,TRUE,DDR5
Corsair Dominator Titanium First Edition 64 Gb (2 X 32 Gb) Ddr5-6000 Cl30,https://pcpartpicker.com/product/7sCZxr/corsair-dominator-titanium-first-edition-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-cmp64gx5m2x6000z30fe,30,Gray,10,288-pin DIMM (DDR5),TRUE,Corsair,2 x 32GB,CMP64GX5M2X6000Z30FE,3,DDR5-6000,1.4,5,30,36,36,76,TRUE,DDR5
Corsair Vengeance Rgb 32 Gb (2 X 16 Gb) Ddr5-6200 Cl36,https://pcpartpicker.com/product/7nxRsY/corsair-vengeance-rgb-32-gb-2-x-16-gb-ddr5-6200-cl36-memory-cmh32gx5m2b6200c36,36,Black,11.613,288-pin DIMM (DDR5),TRUE,Corsair,2 x 16GB,CMH32GX5M2B6200C36,3,DDR5-6200,1.3,5,36,39,39,76,TRUE,DDR5
Corsair Vengeance Rgb Pro 32 Gb (4 X 8 Gb) Ddr4-3600 Cl18,https://pcpartpicker.com/product/68zkcf/corsair-vengeance-rgb-pro-32gb-4-x-8gb-ddr4-3600-memory-cmw32gx4m4c3600c18w,18,White,10,288-pin DIMM (DDR4),TRUE,Corsair,4 x 8GB,CMW32GX4M4C3600C18W,3,DDR4-3600,1.35,4,18,19,19,39,TRUE,DDR4
Corsair Vengeance Rgb 32 Gb (2 X 16 Gb) Ddr5-6400 Cl32,https://pcpartpicker.com/product/RbvD4D/corsair-vengeance-rgb-32-gb-2-x-16-gb-ddr5-6400-cl32-memory-cmh32gx5m2b6400c32,32,Black / Gray,10,288-pin DIMM (DDR5),TRUE,Corsair,2 x 16GB,CMH32GX5M2B6400C32,3,DDR5-6400,1.4,5,32,40,40,84,TRUE,DDR5
G.Skill Trident Z Rgb 32 Gb (2 X 16 Gb) Ddr4-3600 Cl16,https://pcpartpicker.com/product/6z6qqs/gskill-trident-z-rgb-32-gb-2-x-16-gb-ddr4-3600-memory-f4-3600c16d-32gtzr,16,Black,8.889,288-pin DIMM (DDR4),TRUE,G.Skill,2 x 16GB,F4-3600C16D-32GTZR,3,DDR4-3600,1.35,4,16,16,16,36,TRUE,DDR4
Adata Xpg Spectrix D50 32 Gb (2 X 16 Gb) Ddr4-3600 Cl18,https://pcpartpicker.com/product/XsD7YJ/adata-xpg-spectrix-d50-32-gb-2-x-16-gb-ddr4-3600-cl18-memory-ax4u360016g18i-dt50,18,Black,10,288-pin DIMM (DDR4),TRUE,Adata,2 x 16GB,AX4U360016G18I-DT50,3,DDR4-3600,1.35,4,,,,,TRUE,DDR4
Adata Xpg Lancer Blade 64 Gb (2 X 32 Gb) Ddr5-6000 Cl30,https://pcpartpicker.com/product/FQPv6h/adata-xpg-lancer-blade-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-ax5u6000c3032g-dtlabbk,30,Black,10,288-pin DIMM (DDR5),TRUE,Adata,2 x 32GB,AX5U6000C3032G-DTLABBK,3,DDR5-6000,1.4,5,,,,,TRUE,DDR5
G.Skill Trident Z5 Rgb 64 Gb (2 X 32 Gb) Ddr5-6000 Cl36,https://pcpartpicker.com/product/7rmNnQ/gskill-trident-z5-rgb-64-gb-2-x-32-gb-ddr5-6000-cl36-memory-f5-6000j3636f32gx2-tz5rw,36,White / Black,12,288-pin DIMM (DDR5),TRUE,G.Skill,2 x 32GB,F5-6000J3636F32GX2-TZ5RW,3,DDR5-6000,1.35,5,36,36,36,96,TRUE,DDR5
G.Skill Trident Z5 Royal 64 Gb (2 X 32 Gb) Ddr5-6400 Cl32,https://pcpartpicker.com/product/Bj6NnQ/gskill-trident-z5-royal-64-gb-2-x-32-gb-ddr5-6400-cl32-memory-f5-6400j3239g32gx2-tr5s,32,Silver,10,288-pin DIMM (DDR5),TRUE,G.Skill,2 x 32GB,F5-6400J3239G32GX2-TR5S,3,DDR5-6400,1.4,5,32,39,39,102,TRUE,DDR5
Corsair Dominator Titanium 64 Gb (4 X 16 Gb) Ddr5-6400 Cl32,https://pcpartpicker.com/product/zByH99/corsair-dominator-titanium-64-gb-4-x-16-gb-ddr5-6400-cl32-memory-cmp64gx5m4b6400c32w,32,White,10,288-pin DIMM (DDR5),TRUE,Corsair,4 x 16GB,CMP64GX5M4B6400C32W,3,DDR5-6400,1.4,5,32,40,40,84,TRUE,DDR5
Kingston Fury Beast Rgb 64 Gb (2 X 32 Gb) Ddr5-6000 Cl30,https://pcpartpicker.com/product/wjFmP6/kingston-fury-beast-rgb-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-kf560c30bbeak2-64,30,Black,10,288-pin DIMM (DDR5),TRUE,Kingston,2 x 32GB,KF560C30BBEAK2-64,3,DDR5-6000,1.4,5,,,,,TRUE,DDR5
Silicon Power Sp016Gblfu320B22 16 Gb (2 X 8 Gb) Ddr4-3200 Cl22,https://pcpartpicker.com/product/jfqPxr/silicon-power-sp016gblfu320b22-16-gb-2-x-8-gb-ddr4-3200-cl22-memory-sp016gblfu320b22,22,Nan,13.75,288-pin DIMM (DDR4),FALSE,Silicon Power,2 x 8GB,SP016GBLFU320B22,3,DDR4-3200,1.2,4,,,,,TRUE,DDR4
Corsair Vengeance Rgb Pro 32 Gb (4 X 8 Gb) Ddr4-3600 Cl18,https://pcpartpicker.com/product/PfrYcf/corsair-vengeance-rgb-pro-32-gb-4-x-8-gb-ddr4-3600-memory-cmw32gx4m4d3600c18,18,Black,10,288-pin DIMM (DDR4),TRUE,Corsair,4 x 8GB,CMW32GX4M4D3600C18,3,DDR4-3600,1.35,4,18,22,22,42,TRUE,DDR4
G.Skill Trident Z5 Neo Rgb 64 Gb (2 X 32 Gb) Ddr5-6000 Cl36,https://pcpartpicker.com/product/Td88TW/gskill-trident-z5-neo-rgb-64-gb-2-x-32-gb-ddr5-6000-cl36-memory-f5-6000j3636f32gx2-tz5nr,36,Black,12,288-pin DIMM (DDR5),TRUE,G.Skill,2 x 32GB,F5-6000J3636F32GX2-TZ5NR,3,DDR5-6000,1.35,5,36,36,36,96,TRUE,DDR5
Silicon Power Gaming 32 Gb (2 X 16 Gb) Ddr4-3200 Cl16,https://pcpartpicker.com/product/B8QcCJ/silicon-power-gaming-32-gb-2-x-16-gb-ddr4-3200-cl16-memory-sp032gxlzu320bdaj7,16,Black,10,288-pin DIMM (DDR4),TRUE,Silicon Power,2 x 16GB,SP032GXLZU320BDAJ7,3,DDR4-3200,1.35,4,16,18,18,36,TRUE,DDR4
Corsair Dominator Titanium 64 Gb (4 X 16 Gb) Ddr5-6000 Cl36,https://pcpartpicker.com/product/6TjRsY/corsair-dominator-titanium-64-gb-4-x-16-gb-ddr5-6000-cl36-memory-cmp64gx5m4b6000c36w,36,White,12,288-pin DIMM (DDR5),TRUE,Corsair,4 x 16GB,CMP64GX5M4B6000C36W,3,DDR5-6000,1.35,5,36,36,36,76,TRUE,DDR5
G.Skill Trident Z5 Neo Rgb 64 Gb (2 X 32 Gb) Ddr5-6000 Cl26,https://pcpartpicker.com/product/j7XMnQ/gskill-trident-z5-neo-rgb-64-gb-2-x-32-gb-ddr5-6000-cl26-memory-f5-6000j2636g32gx2-tz5nr,26,Black,8.667,288-pin DIMM (DDR5),TRUE,G.Skill,2 x 32GB,F5-6000J2636G32GX2-TZ5NR,3,DDR5-6000,1.4,5,26,36,36,96,TRUE,DDR5
G.Skill Trident Z5 Neo Rgb 32 Gb (2 X 16 Gb) Ddr5-6400 Cl30,https://pcpartpicker.com/product/T9hv6h/gskill-trident-z5-neo-rgb-32-gb-2-x-16-gb-ddr5-6400-cl30-memory-f5-6400j3039g16gx2-tz5nr,30,Black,9.375,288-pin DIMM (DDR5),TRUE,G.Skill,2 x 16GB,F5-6400J3039G16GX2-TZ5NR,3,DDR5-6400,1.4,5,30,39,39,102,TRUE,DDR5
Teamgroup T-Force Vulcan 32 Gb (2 X 16 Gb) Ddr5-5200 Cl40,https://pcpartpicker.com/product/YwfnTW/teamgroup-t-force-vulcan-32-gb-2-x-16-gb-ddr5-5200-cl40-memory-flbd532g5200hc40cdc01,40,Black,15.385,288-pin DIMM (DDR5),TRUE,Teamgroup,2 x 16GB,FLBD532G5200HC40CDC01,3,DDR5-5200,1.25,5,40,40,40,76,TRUE,DDR5
G.Skill Trident Z5 Neo Rgb 64 Gb (2 X 32 Gb) Ddr5-6000 Cl30,https://pcpartpicker.com/product/DP7scf/gskill-trident-z5-neo-rgb-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-f5-6000j3036g32gx2-tz5nrw,30,Silver / Black,10,288-pin DIMM (DDR5),TRUE,G.Skill,2 x 32GB,F5-6000J3036G32GX2-TZ5NRW,3,DDR5-6000,1.4,5,30,36,36,96,TRUE,DDR5
G.Skill Flare X5 32 Gb (2 X 16 Gb) Ddr5-6000 Cl32,https://pcpartpicker.com/product/cnbTwP/gskill-flare-x5-32-gb-2-x-16-gb-ddr5-6000-cl32-memory-f5-6000j3238f16gx2-fx5,32,Black,10.667,288-pin DIMM (DDR5),FALSE,G.Skill,2 x 16GB,F5-6000J3238F16GX2-FX5,3,DDR5-6000,1.35,5,32,38,38,96,TRUE,DDR5
Patriot Viper Venom 64 Gb (2 X 32 Gb) Ddr5-6400 Cl32,https://pcpartpicker.com/product/fB7scf/patriot-viper-venom-64-gb-2-x-32-gb-ddr5-6400-cl32-memory-pvv564g640c32k,32,Black / White,10,288-pin DIMM (DDR5),TRUE,Patriot,2 x 32GB,PVV564G640C32K,3,DDR5-6400,1.4,5,32,40,40,84,TRUE,DDR5
Corsair Vengeance Lpx 16 Gb (2 X 8 Gb) Ddr4-3200 Cl16,https://pcpartpicker.com/product/p6RFf7/corsair-memory-cmk16gx4m2b3200c16,16,Black / Yellow,10,288-pin DIMM (DDR4),TRUE,Corsair,2 x 8GB,CMK16GX4M2B3200C16,3,DDR4-3200,1.35,4,16,18,18,36,TRUE,DDR4
G.Skill Trident Z Rgb 96 Gb (2 X 48 Gb) Ddr5-6400 Cl32,https://pcpartpicker.com/product/xDcgXL/gskill-trident-z-rgb-96-gb-2-x-48-gb-ddr5-6400-cl32-memory-f5-6400j3239f48gx2-tz5rk,32,Black,10,288-pin DIMM (DDR5),TRUE,G.Skill,2 x 48GB,F5-6400J3239F48GX2-TZ5RK,3,DDR5-6400,1.35,5,32,39,39,102,TRUE,DDR5
G.Skill Nt 8 Gb (1 X 8 Gb) Ddr4-2400 Cl15,https://pcpartpicker.com/product/mykwrH/gskill-memory-f42400c15s8gnt,15,Black,12.5,288-pin DIMM (DDR4),FALSE,G.Skill,1 x 8GB,F4-2400C15S-8GNT,3,DDR4-2400,1.2,4,,,,,TRUE,DDR4
Lexar Thor 32 Gb (2 X 16 Gb) Ddr4-3200 Cl16,https://pcpartpicker.com/product/ZpmNnQ/lexar-thor-32-gb-2-x-16-gb-ddr4-3200-cl16-memory-ld4bu016g-r3200gdxg,16,Black,10,288-pin DIMM (DDR4),TRUE,Lexar,2 x 16GB,LD4BU016G-R3200GDXG,3,DDR4-3200,1.35,4,16,18,18,38,TRUE,DDR4
Crucial Ballistix 16 Gb (2 X 8 Gb) Ddr4-3200 Cl16,https://pcpartpicker.com/product/BxTzK8/crucial-ballistix-16-gb-2-x-8-gb-ddr4-3200-memory-bl2k8g32c16u4b,16,Black,10,288-pin DIMM (DDR4),TRUE,Crucial,2 x 8GB,BL2K8G32C16U4B,3,DDR4-3200,1.35,4,,,,,TRUE,DDR4
G.Skill Ripjaws S5 32 Gb (2 X 16 Gb) Ddr5-6000 Cl36,https://pcpartpicker.com/product/XsqPxr/gskill-ripjaws-s5-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-f5-6000j3636f16gx2-rs5k,36,Black,12,288-pin DIMM (DDR5),TRUE,G.Skill,2 x 16GB,F5-6000J3636F16GX2-RS5K,3,DDR5-6000,1.35,5,36,36,36,96,TRUE,DDR5
Silicon Power Xpower Zenith Rgb Gaming 64 Gb (2 X 32 Gb) Ddr5-6000 Cl30,https://pcpartpicker.com/product/J7dG3C/silicon-power-xpower-zenith-rgb-gaming-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-sp064gxlwu60afdh,30,White,10,288-pin DIMM (DDR5),TRUE,Silicon Power,2 x 32GB,SP064GXLWU60AFDH,3,DDR5-6000,1.35,5,30,38,38,96,TRUE,DDR5
G.Skill Ripjaws S5 32 Gb (2 X 16 Gb) Ddr5-6000 Cl30,https://pcpartpicker.com/product/tbYmP6/gskill-ripjaws-s5-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-f5-6000j3040f16gx2-rs5w,30,White,10,288-pin DIMM (DDR5),TRUE,G.Skill,2 x 16GB,F5-6000J3040F16GX2-RS5W,3,DDR5-6000,1.35,5,30,40,40,96,TRUE,DDR5
Kingston Fury Renegade 32 Gb (2 X 16 Gb) Ddr4-3600 Cl16,https://pcpartpicker.com/product/Y9QcCJ/kingston-fury-renegade-32-gb-2-x-16-gb-ddr4-3600-cl16-memory-kf436c16rb1k232,16,Black,8.889,288-pin DIMM (DDR4),TRUE,Kingston,2 x 16GB,KF436C16RB1K2/32,3,DDR4-3600,1.35,4,,,,,TRUE,DDR4
Teamgroup Elite 16 Gb (2 X 8 Gb) Ddr4-3200 Cl22,https://pcpartpicker.com/product/Mx7p99/team-elite-16-gb-2-x-8-gb-ddr4-3200-cl22-memory-ted416g3200c22dc01,22,Black,13.75,288-pin DIMM (DDR4),FALSE,Teamgroup,2 x 8GB,TED416G3200C22DC01,3,DDR4-3200,1.2,4,22,22,22,52,TRUE,DDR4
